n70,g40,g66
n65,g13,g92
n6,g45,g18
n35,g20,g75
n4,g18,g26
n32,g65,g28
n72,g23,g79
n74,g53,g85
n26,g32,g86
n21,g38,g40
n60,g49,g35
n20,g92,g40
n73,g92,g97
n51,g33,g47
n69,g83,g12
n71,g33,g75
n28,g69,g99
n14,g3,g68
n45,g34,g94
n39,g63,g17
n5,g54,g67
n23,g0,g72
n24,g93,g56
n54,g99,g18
n16,g97,g98
n17,g67,g81
n18,g83,g2
n63,g44,g53
n9,g70,g62
n25,g20,g94
n30,g11,g2
n31,g34,g84
n10,g98,g20
n43,g39,g12
n68,g85,g77
n34,g11,g60
n8,g67,g6
n53,g16,g8
n55,g29,g8
n38,g3,g19
n33,g68,g78
n62,g37,g89
n11,g70,g90
n27,g32,g45
n50,g5,g83
n44,g10,g5
n12,g12,g28
n67,g30,g96
n75,g28,g22
n0,g81,g19
n22,g83,g7
n58,g48,g79
n36,g37,g69
n42,g16,g51
n61,g90,g6
n3,g49,g50
n29,g45,g62
n47,g88,g24
n49,g66,g73
n52,g99,g27
n59,g21,g64
n57,g60,g38
n66,g76,g40
n37,g76,g74
n13,g29,g47
n40,g51,g49
n19,g87,g29
n46,g81,g79
n7,g2,g67
n15,g27,g15
n48,g57,g62
n41,g32,g0
n76,g64,g27
n64,g57,g37
n56,g60,g87
n2,g85,g23
n1,g57,g67
