n70,g16,g30
n65,g38,g67
n6,g2,g8
n35,g89,g97
n4,g9,g72
n32,g52,g83
n72,g98,g25
n74,g94,g92
n26,g34,g11
n21,g2,g58
n60,g53,g21
n20,g33,g43
n73,g65,g71
n51,g1,g61
n69,g24,g89
n71,g35,g27
n28,g86,g42
n14,g6,g59
n45,g69,g75
n39,g94,g59
n5,g10,g4
n23,g20,g41
n24,g80,g85
n54,g32,g84
n16,g80,g83
n17,g9,g57
n18,g79,g59
n63,g87,g54
n9,g92,g81
n25,g68,g43
n30,g62,g86
n31,g65,g4
n10,g78,g88
n43,g93,g78
n68,g75,g26
n34,g50,g49
n8,g7,g54
n53,g82,g85
n55,g80,g90
n38,g2,g3
n33,g10,g26
n62,g72,g24
n11,g32,g56
n27,g7,g26
n50,g32,g80
n44,g74,g60
n12,g30,g96
n67,g79,g4
n75,g47,g14
n0,g61,g64
n22,g5,g93
n58,g40,g10
n36,g18,g93
n42,g73,g56
n61,g27,g96
n3,g17,g20
n29,g72,g44
n47,g23,g77
n49,g27,g59
n52,g36,g10
n59,g79,g1
n57,g30,g89
n66,g60,g50
n37,g9,g73
n13,g76,g3
n40,g65,g38
n19,g0,g53
n46,g24,g90
n7,g29,g93
n15,g82,g97
n48,g65,g95
n41,g62,g23
n76,g50,g19
n64,g67,g0
n56,g11,g60
n2,g82,g49
n1,g80,g18
