n70,g43,g74
n65,g66,g18
n6,g97,g94
n35,g60,g14
n4,g98,g63
n32,g74,g23
n72,g73,g45
n74,g99,g17
n26,g40,g69
n21,g99,g66
n60,g94,g76
n20,g22,g3
n73,g48,g68
n51,g76,g1
n69,g24,g2
n71,g99,g27
n28,g20,g0
n14,g15,g71
n45,g31,g71
n39,g65,g71
n5,g39,g15
n23,g19,g67
n24,g52,g60
n54,g98,g83
n16,g51,g60
n17,g64,g12
n18,g0,g25
n63,g92,g68
n9,g72,g3
n25,g48,g62
n30,g75,g51
n31,g20,g15
n10,g11,g71
n43,g98,g35
n68,g81,g44
n34,g65,g59
n8,g30,g87
n53,g57,g54
n55,g20,g98
n38,g30,g97
n33,g52,g34
n62,g45,g6
n11,g90,g58
n27,g77,g92
n50,g62,g47
n44,g31,g56
n12,g63,g92
n67,g3,g28
n75,g40,g88
n0,g11,g81
n22,g23,g0
n58,g21,g15
n36,g50,g32
n42,g16,g48
n61,g0,g66
n3,g92,g65
n29,g8,g64
n47,g95,g55
n49,g66,g25
n52,g34,g61
n59,g48,g49
n57,g57,g75
n66,g63,g54
n37,g25,g46
n13,g33,g63
n40,g6,g32
n19,g19,g10
n46,g79,g5
n7,g71,g99
n15,g4,g11
n48,g10,g75
n41,g8,g69
n76,g5,g34
n64,g69,g2
n56,g25,g7
n2,g65,g50
n1,g63,g66
