n0,g63,g57
n1,g87,g97
n2,g63,g94
n3,g23,g81
n4,g74,g98
n5,g72,g56
n6,g48,g16
n7,g97,g89
n8,g70,g63
n9,g36,g78
n10,g71,g8
n11,g75,g32
n12,g22,g74
n13,g72,g55
n14,g38,g73
n15,g44,g47
n16,g36,g79
n17,g91,g25
n18,g74,g53
n19,g70,g44
n20,g27,g89
n21,g67,g37
n22,g70,g3
n23,g27,g7
n24,g28,g8
n25,g52,g30
n26,g73,g99
n27,g99,g47
n28,g14,g0
n29,g54,g95
n30,g79,g2
n31,g68,g52
n32,g80,g36
n33,g36,g56
n34,g0,g12
n35,g56,g32
n36,g22,g12
n37,g86,g71
n38,g8,g52
n39,g13,g26
n40,g9,g75
n41,g5,g80
n42,g53,g16
n43,g50,g65
n44,g13,g16
n45,g27,g33
n46,g50,g66
n47,g98,g21
n48,g16,g81
n49,g84,g21
n50,g71,g43
n51,g21,g69
n52,g60,g93
n53,g62,g37
n54,g32,g37
n55,g71,g5
n56,g14,g66
n57,g9,g46
n58,g86,g18
n59,g45,g27
n60,g49,g97
n61,g90,g59
n62,g62,g71
n63,g55,g7
n64,g74,g82
n65,g64,g62
n66,g68,g7
n67,g40,g0
n68,g56,g61
n69,g9,g28
n70,g46,g79
n71,g1,g22
n72,g63,g20
n73,g57,g91
n74,g48,g62
n75,g70,g17
n76,g44,g31
n77,g43,g19
n78,g1,g88
n79,g41,g66
n80,g79,g48
n81,g98,g90
n82,g77,g21
n83,g20,g62
n84,g31,g93
n85,g54,g21
n86,g28,g76
n87,g79,g82
n88,g51,g77
n89,g37,g15
n90,g4,g46
n91,g47,g49
n92,g92,g95
n93,g90,g88
n94,g57,g41
n95,g27,g60
n96,g82,g29
n97,g29,g89
n98,g83,g82
n99,g74,g90
