n0,g87,g66
n1,g67,g51
n2,g59,g19
n3,g57,g64
n4,g79,g36
n5,g28,g36
n6,g3,g1
n7,g95,g41
n8,g33,g69
n9,g43,g67
n10,g53,g43
n11,g85,g11
n12,g51,g97
n13,g17,g30
n14,g46,g50
n15,g90,g53
n16,g59,g68
n17,g98,g32
n18,g99,g68
n19,g51,g63
n20,g35,g85
n21,g15,g27
n22,g49,g14
n23,g47,g46
n24,g80,g84
n25,g76,g35
n26,g33,g62
n27,g31,g8
n28,g62,g26
n29,g68,g29
n30,g61,g23
n31,g39,g65
n32,g39,g18
n33,g19,g62
n34,g2,g17
n35,g97,g37
n36,g15,g96
n37,g84,g29
n38,g42,g58
n39,g36,g22
n40,g85,g39
n41,g82,g57
n42,g81,g41
n43,g91,g45
n44,g61,g93
n45,g0,g77
n46,g80,g71
n47,g95,g98
n48,g56,g92
n49,g65,g25
