n0,g76,g42
n1,g25,g21
n2,g50,g79
n3,g25,g39
n4,g50,g56
n5,g66,g6
n6,g82,g95
n7,g45,g29
n8,g94,g32
n9,g68,g9
n10,g7,g45
n11,g76,g85
n12,g42,g56
n13,g75,g39
n14,g56,g11
n15,g37,g64
n16,g81,g6
n17,g63,g7
n18,g31,g44
n19,g95,g33
n20,g98,g45
n21,g79,g3
n22,g25,g63
n23,g80,g29
n24,g11,g99
n25,g72,g6
n26,g95,g18
n27,g44,g66
n28,g83,g62
n29,g10,g82
n30,g99,g69
n31,g73,g67
n32,g67,g60
n33,g68,g66
n34,g68,g5
n35,g85,g70
n36,g16,g58
n37,g83,g61
n38,g77,g27
n39,g71,g39
n40,g34,g14
n41,g21,g36
n42,g61,g35
n43,g36,g47
n44,g84,g65
n45,g43,g29
n46,g57,g96
n47,g63,g59
n48,g54,g34
n49,g62,g17
n50,g75,g25
n51,g85,g66
n52,g75,g50
n53,g72,g45
n54,g46,g81
n55,g11,g68
n56,g74,g88
n57,g6,g3
n58,g48,g20
n59,g17,g82
n60,g17,g8
n61,g88,g14
n62,g42,g30
n63,g28,g67
n64,g67,g39
n65,g31,g26
n66,g16,g14
n67,g67,g86
n68,g39,g32
n69,g13,g88
n70,g20,g90
n71,g15,g40
n72,g23,g99
n73,g53,g58
n74,g90,g55
n75,g34,g73
n76,g35,g64
n77,g35,g62
n78,g11,g77
n79,g46,g61
n80,g87,g25
n81,g51,g6
n82,g1,g94
n83,g59,g34
n84,g23,g9
n85,g48,g89
n86,g3,g42
n87,g9,g32
n88,g75,g26
n89,g8,g77
