n70,g92,g75
n6,g44,g69
n4,g98,g97
n22,g4,g29
n21,g36,g62
n60,g88,g38
n79,g81,g92
n74,g20,g52
n69,g72,g46
n28,g52,g78
n14,g15,g53
n45,g70,g66
n5,g62,g49
n23,g82,g31
n24,g5,g19
n17,g39,g41
n54,g86,g80
n77,g67,g34
n63,g1,g53
n9,g37,g55
n25,g15,g28
n10,g29,g49
n68,g39,g13
n34,g96,g0
n72,g90,g83
n73,g48,g62
n55,g54,g13
n44,g21,g96
n16,g57,g41
n80,g14,g25
n81,g49,g68
n75,g22,g47
n66,g71,g73
n47,g49,g97
n52,g40,g7
n59,g69,g74
n57,g76,g82
n71,g2,g84
n37,g40,g38
n31,g29,g43
n19,g79,g98
n46,g44,g33
n65,g4,g47
n85,g37,g0
n1,g23,g81
n84,g14,g58
n32,g3,g26
n26,g83,g16
n20,g75,g66
n53,g97,g2
n56,g48,g73
n76,g65,g15
n38,g29,g50
n13,g5,g87
n67,g33,g86
n41,g54,g76
n18,g86,g52
n11,g24,g5
n30,g36,g95
n35,g78,g66
n8,g5,g8
n83,g81,g20
n39,g60,g31
n33,g54,g84
n27,g28,g1
n50,g17,g60
n12,g57,g1
n82,g96,g60
n0,g70,g48
n43,g19,g8
n58,g36,g9
n36,g39,g82
n42,g85,g7
n61,g18,g93
n78,g38,g2
n3,g31,g66
n29,g24,g70
n49,g25,g58
n86,g7,g58
n62,g0,g23
n40,g16,g32
n51,g89,g11
n7,g57,g80
n15,g51,g46
n48,g31,g65
n64,g32,g68
n2,g45,g23
