n70,g32,g77
n65,g93,g64
n6,g8,g24
n35,g65,g74
n4,g93,g22
n32,g25,g57
n72,g81,g54
n26,g40,g86
n21,g35,g95
n60,g92,g60
n20,g70,g28
n73,g73,g39
n51,g15,g7
n69,g88,g86
n71,g43,g67
n28,g56,g34
n14,g4,g88
n45,g14,g89
n39,g21,g69
n5,g67,g42
n23,g60,g44
n24,g52,g90
n54,g6,g30
n16,g42,g48
n17,g58,g37
n18,g3,g89
n63,g6,g12
n9,g33,g87
n25,g73,g17
n30,g71,g96
n31,g43,g97
n10,g68,g83
n43,g31,g3
n68,g72,g80
n34,g6,g11
n8,g68,g37
n53,g76,g33
n55,g28,g32
n38,g75,g95
n33,g1,g67
n62,g14,g31
n11,g29,g54
n27,g95,g49
n50,g62,g88
n44,g55,g39
n12,g42,g63
n67,g73,g56
n0,g20,g28
n22,g95,g84
n58,g60,g24
n36,g3,g71
n42,g95,g88
n61,g10,g9
n3,g34,g46
n29,g16,g58
n47,g2,g97
n49,g25,g66
n52,g30,g61
n59,g66,g38
n57,g6,g29
n66,g41,g1
n37,g12,g30
n13,g22,g43
n40,g11,g96
n19,g47,g33
n46,g27,g64
n7,g79,g30
n15,g57,g66
n48,g21,g87
n41,g74,g52
n64,g39,g88
n56,g90,g94
n2,g11,g40
n1,g22,g34
