n70,g34,g0
n65,g89,g62
n6,g76,g24
n35,g24,g47
n4,g36,g35
n32,g10,g60
n72,g63,g80
n26,g15,g60
n21,g44,g86
n60,g38,g98
n20,g56,g21
n73,g21,g23
n51,g14,g27
n69,g89,g28
n71,g79,g41
n28,g19,g7
n14,g69,g92
n45,g73,g79
n39,g76,g19
n5,g52,g66
n23,g99,g83
n24,g44,g85
n54,g78,g5
n16,g32,g8
n17,g48,g14
n18,g4,g78
n63,g94,g31
n9,g65,g41
n25,g11,g63
n30,g29,g63
n31,g49,g53
n10,g64,g2
n43,g21,g15
n68,g70,g34
n34,g18,g76
n8,g82,g53
n53,g0,g81
n55,g90,g95
n38,g77,g64
n33,g42,g72
n62,g15,g2
n11,g64,g18
n27,g3,g39
n50,g89,g86
n44,g72,g47
n12,g41,g89
n67,g35,g2
n0,g59,g1
n22,g61,g87
n58,g17,g98
n36,g83,g32
n42,g69,g63
n61,g47,g76
n3,g22,g47
n29,g64,g76
n47,g49,g11
n49,g82,g78
n52,g9,g84
n59,g86,g11
n57,g43,g20
n66,g30,g34
n37,g33,g71
n13,g79,g75
n40,g75,g83
n19,g16,g45
n46,g6,g71
n7,g83,g3
n15,g99,g1
n48,g29,g59
n41,g5,g77
n64,g25,g3
n56,g10,g12
n2,g55,g48
n1,g31,g91
