n70,g30,g37
n65,g75,g5
n6,g71,g81
n35,g49,g71
n4,g43,g11
n32,g27,g49
n72,g74,g16
n74,g11,g81
n26,g40,g95
n21,g68,g11
n60,g85,g10
n20,g38,g70
n73,g61,g73
n51,g91,g67
n69,g5,g24
n71,g82,g62
n28,g44,g93
n77,g3,g65
n14,g56,g94
n45,g64,g38
n39,g26,g94
n5,g3,g57
n23,g15,g5
n24,g84,g4
n54,g31,g54
n16,g27,g96
n17,g99,g41
n18,g49,g14
n63,g22,g43
n9,g81,g68
n25,g57,g56
n30,g42,g82
n31,g12,g65
n10,g3,g52
n43,g48,g87
n68,g23,g46
n34,g6,g59
n8,g50,g71
n79,g53,g78
n53,g79,g94
n55,g35,g42
n38,g6,g60
n33,g12,g61
n62,g41,g13
n11,g54,g17
n27,g90,g31
n50,g74,g1
n44,g58,g97
n12,g0,g72
n67,g78,g0
n75,g51,g20
n80,g32,g90
n0,g12,g51
n22,g24,g34
n58,g14,g62
n36,g57,g18
n42,g95,g29
n61,g66,g5
n78,g95,g50
n3,g13,g25
n29,g67,g27
n47,g85,g16
n49,g88,g1
n52,g9,g68
n59,g39,g33
n57,g22,g85
n66,g29,g56
n37,g6,g28
n13,g83,g54
n40,g87,g19
n19,g77,g66
n46,g95,g74
n7,g74,g84
n15,g8,g92
n48,g70,g79
n41,g86,g97
n76,g31,g61
n64,g38,g46
n56,g29,g27
n2,g16,g28
n1,g24,g91
