n0,g87,g35
n1,g1,g47
n2,g3,g83
n3,g43,g45
n4,g46,g80
n5,g85,g92
n6,g42,g12
n7,g12,g6
n8,g39,g45
n9,g44,g79
n10,g72,g39
n11,g34,g99
n12,g2,g92
n13,g17,g48
n14,g68,g70
n15,g74,g2
n16,g38,g56
n17,g72,g29
n18,g76,g61
n19,g6,g60
n20,g10,g53
n21,g26,g45
n22,g18,g30
n23,g58,g45
n24,g6,g31
n25,g80,g64
n26,g21,g27
n27,g97,g38
n28,g68,g32
n29,g94,g10
n30,g50,g42
n31,g12,g3
n32,g38,g44
n33,g3,g87
n34,g32,g47
n35,g46,g67
n36,g15,g73
n37,g83,g55
n38,g55,g37
n39,g71,g45
n40,g29,g37
n41,g16,g21
n42,g30,g84
n43,g49,g66
n44,g12,g88
n45,g50,g75
n46,g30,g66
n47,g80,g6
n48,g4,g96
n49,g60,g40
n50,g70,g4
n51,g14,g84
n52,g18,g83
n53,g33,g55
n54,g49,g63
n55,g21,g47
n56,g25,g95
n57,g44,g36
n58,g59,g64
n59,g26,g73
n60,g32,g72
n61,g54,g99
n62,g95,g22
n63,g91,g61
n64,g9,g28
n65,g0,g10
n66,g32,g0
n67,g84,g56
n68,g40,g46
n69,g19,g51
