n70,g33,g24
n65,g52,g1
n6,g1,g49
n35,g71,g6
n4,g75,g32
n32,g53,g86
n26,g28,g80
n21,g61,g25
n60,g86,g37
n20,g80,g76
n51,g75,g40
n69,g95,g34
n71,g31,g17
n28,g13,g73
n14,g69,g36
n45,g47,g53
n39,g96,g93
n5,g29,g99
n23,g40,g89
n24,g3,g66
n54,g84,g96
n16,g83,g55
n17,g97,g31
n18,g56,g0
n63,g71,g81
n9,g84,g34
n25,g63,g64
n30,g67,g13
n31,g23,g3
n10,g97,g8
n43,g98,g15
n68,g24,g99
n34,g54,g52
n8,g63,g96
n53,g74,g33
n55,g47,g57
n38,g65,g33
n33,g90,g32
n62,g85,g50
n11,g53,g3
n27,g98,g55
n50,g95,g90
n44,g71,g17
n12,g80,g95
n67,g97,g76
n0,g64,g89
n22,g56,g25
n58,g21,g33
n36,g54,g22
n42,g70,g19
n61,g17,g77
n3,g88,g5
n29,g47,g76
n47,g76,g82
n49,g70,g43
n52,g93,g45
n59,g51,g36
n57,g61,g56
n66,g83,g22
n37,g38,g26
n13,g86,g7
n40,g78,g85
n19,g36,g45
n46,g68,g7
n7,g78,g40
n15,g24,g88
n48,g93,g61
n41,g1,g95
n64,g7,g8
n56,g26,g17
n2,g91,g59
n1,g30,g54
