n70,g46,g21
n65,g15,g44
n6,g12,g47
n35,g57,g80
n4,g59,g6
n32,g22,g0
n26,g33,g13
n21,g19,g75
n60,g57,g97
n20,g43,g94
n51,g92,g4
n69,g94,g37
n71,g79,g62
n28,g30,g41
n14,g49,g75
n45,g65,g37
n39,g95,g37
n5,g28,g29
n23,g23,g13
n24,g15,g54
n54,g35,g5
n16,g16,g38
n17,g24,g28
n18,g7,g44
n63,g70,g15
n9,g0,g24
n25,g83,g44
n30,g6,g15
n31,g27,g79
n10,g61,g72
n43,g82,g80
n68,g35,g25
n34,g13,g67
n8,g77,g41
n53,g68,g38
n55,g19,g81
n38,g13,g2
n33,g92,g53
n62,g47,g83
n11,g13,g52
n27,g25,g77
n50,g92,g32
n44,g21,g9
n12,g30,g53
n67,g75,g80
n0,g71,g31
n22,g37,g88
n58,g27,g71
n36,g51,g25
n42,g90,g0
n61,g97,g38
n3,g42,g32
n29,g7,g18
n47,g10,g52
n49,g78,g11
n52,g34,g65
n59,g38,g5
n57,g19,g89
n66,g74,g10
n37,g3,g27
n13,g78,g57
n40,g69,g1
n19,g55,g88
n46,g80,g53
n7,g27,g44
n15,g47,g60
n48,g5,g44
n41,g67,g82
n64,g86,g79
n56,g66,g95
n2,g14,g28
n1,g45,g98
