n70,g43,g92
n65,g0,g96
n6,g88,g27
n35,g65,g79
n4,g89,g28
n32,g80,g83
n26,g20,g99
n21,g50,g77
n60,g37,g30
n20,g89,g80
n51,g34,g52
n69,g73,g61
n71,g20,g64
n28,g57,g73
n14,g60,g67
n45,g19,g41
n39,g83,g98
n5,g69,g24
n23,g47,g46
n24,g97,g87
n54,g10,g46
n16,g47,g87
n17,g37,g74
n18,g98,g39
n63,g93,g38
n9,g76,g80
n25,g23,g68
n30,g17,g42
n31,g11,g46
n10,g57,g96
n43,g21,g4
n68,g32,g76
n34,g69,g87
n8,g63,g68
n53,g22,g79
n55,g24,g99
n38,g42,g75
n33,g25,g1
n62,g47,g16
n11,g28,g76
n27,g81,g56
n50,g47,g34
n44,g24,g62
n12,g19,g47
n67,g53,g71
n0,g77,g84
n22,g56,g7
n58,g67,g66
n36,g39,g59
n42,g20,g36
n61,g58,g27
n3,g80,g59
n29,g99,g0
n47,g61,g14
n49,g8,g40
n52,g18,g1
n59,g60,g10
n57,g4,g43
n66,g64,g8
n37,g91,g63
n13,g4,g66
n40,g34,g15
n19,g51,g19
n46,g45,g16
n7,g61,g59
n15,g17,g26
n48,g77,g39
n41,g59,g14
n64,g48,g34
n56,g6,g44
n2,g10,g73
n1,g91,g86
