n70,g15,g59
n65,g34,g10
n6,g87,g74
n35,g39,g67
n4,g49,g83
n32,g23,g29
n26,g62,g78
n21,g10,g3
n60,g56,g2
n20,g73,g55
n51,g80,g36
n69,g89,g57
n71,g82,g23
n28,g40,g23
n14,g99,g42
n45,g96,g20
n39,g14,g0
n5,g53,g66
n23,g20,g82
n24,g69,g4
n54,g99,g40
n16,g95,g10
n17,g94,g49
n18,g36,g21
n63,g90,g28
n9,g13,g89
n25,g83,g32
n30,g54,g6
n31,g91,g27
n10,g8,g75
n43,g29,g58
n68,g25,g63
n34,g2,g20
n8,g11,g88
n53,g61,g85
n55,g44,g32
n38,g22,g39
n33,g53,g20
n62,g28,g12
n11,g48,g99
n27,g93,g74
n50,g22,g69
n44,g22,g30
n12,g37,g34
n67,g61,g68
n0,g6,g38
n22,g54,g19
n58,g9,g85
n36,g13,g21
n42,g81,g37
n61,g74,g24
n3,g20,g12
n29,g61,g80
n47,g79,g89
n49,g43,g36
n52,g83,g37
n59,g91,g66
n57,g44,g66
n66,g39,g27
n37,g93,g89
n13,g79,g92
n40,g44,g2
n19,g30,g63
n46,g64,g37
n7,g59,g7
n15,g65,g19
n48,g96,g31
n41,g71,g6
n64,g22,g97
n56,g14,g3
n2,g51,g34
n1,g91,g47
