n70,g19,g37
n6,g20,g93
n4,g38,g21
n22,g49,g24
n21,g88,g54
n60,g3,g13
n79,g38,g16
n74,g20,g23
n69,g67,g75
n28,g78,g40
n14,g21,g55
n45,g28,g1
n89,g30,g95
n5,g64,g70
n23,g76,g75
n24,g43,g38
n17,g72,g54
n54,g37,g35
n77,g26,g22
n63,g24,g56
n9,g12,g51
n25,g48,g27
n87,g15,g56
n10,g74,g81
n68,g31,g25
n34,g12,g35
n72,g73,g96
n73,g70,g26
n55,g55,g85
n44,g67,g21
n16,g89,g59
n80,g68,g89
n81,g62,g80
n75,g1,g69
n66,g39,g22
n47,g8,g46
n52,g42,g53
n59,g29,g39
n57,g17,g94
n71,g98,g91
n37,g57,g8
n31,g57,g20
n19,g9,g93
n46,g11,g63
n65,g47,g60
n85,g68,g10
n1,g63,g77
n84,g64,g5
n32,g21,g74
n26,g37,g39
n20,g1,g19
n53,g68,g69
n56,g87,g11
n76,g66,g63
n38,g59,g6
n13,g79,g80
n67,g0,g12
n41,g86,g84
n18,g90,g27
n11,g79,g88
n30,g34,g27
n35,g88,g50
n8,g86,g12
n83,g60,g90
n39,g70,g46
n33,g65,g18
n27,g48,g76
n50,g67,g99
n12,g40,g25
n82,g50,g32
n0,g96,g21
n43,g82,g60
n58,g87,g2
n36,g77,g53
n42,g28,g20
n61,g55,g7
n78,g57,g71
n3,g62,g40
n29,g3,g40
n49,g77,g51
n88,g64,g31
n86,g98,g66
n62,g82,g48
n40,g25,g79
n51,g53,g45
n7,g51,g86
n15,g79,g58
n48,g59,g52
n64,g25,g49
n2,g68,g95
