n70,g70,g32
n65,g95,g46
n6,g29,g43
n35,g47,g45
n4,g77,g91
n32,g24,g84
n72,g36,g5
n74,g81,g39
n26,g99,g89
n21,g52,g82
n60,g95,g98
n20,g69,g67
n73,g90,g51
n51,g49,g48
n69,g23,g79
n71,g64,g54
n28,g51,g59
n77,g26,g17
n14,g54,g68
n45,g13,g38
n39,g39,g87
n5,g96,g29
n23,g95,g12
n24,g34,g61
n54,g11,g82
n16,g72,g66
n17,g10,g56
n18,g88,g50
n63,g56,g34
n9,g17,g75
n25,g38,g39
n30,g18,g95
n31,g66,g94
n10,g55,g97
n43,g8,g88
n68,g78,g59
n34,g15,g30
n8,g67,g1
n53,g54,g19
n55,g62,g23
n38,g67,g16
n33,g34,g6
n62,g69,g84
n11,g41,g33
n27,g55,g76
n50,g90,g44
n44,g42,g57
n12,g98,g19
n67,g78,g16
n75,g66,g58
n0,g50,g22
n22,g99,g72
n58,g61,g36
n36,g80,g27
n42,g50,g61
n61,g86,g39
n78,g84,g80
n3,g93,g45
n29,g52,g72
n47,g42,g41
n49,g92,g36
n52,g59,g24
n59,g73,g63
n57,g83,g17
n66,g18,g23
n37,g66,g90
n13,g55,g45
n40,g34,g13
n19,g75,g58
n46,g52,g24
n7,g7,g34
n15,g80,g11
n48,g28,g15
n41,g54,g94
n76,g81,g33
n64,g57,g3
n56,g89,g24
n2,g52,g16
n1,g22,g24
