n70,g62,g45
n65,g70,g52
n6,g47,g82
n35,g88,g43
n4,g58,g93
n32,g81,g51
n72,g28,g89
n74,g61,g11
n26,g37,g69
n21,g55,g19
n60,g42,g13
n20,g61,g12
n73,g90,g3
n51,g53,g99
n69,g76,g29
n71,g23,g84
n28,g34,g62
n77,g33,g30
n14,g4,g82
n45,g65,g42
n39,g58,g41
n5,g84,g78
n23,g20,g70
n24,g55,g47
n54,g24,g99
n16,g40,g49
n17,g57,g60
n18,g29,g41
n63,g0,g84
n9,g71,g87
n25,g33,g57
n30,g99,g25
n31,g94,g75
n10,g16,g53
n43,g66,g36
n68,g40,g28
n34,g13,g96
n8,g80,g15
n53,g7,g54
n55,g7,g19
n38,g16,g90
n33,g33,g85
n62,g42,g85
n11,g65,g85
n27,g6,g95
n50,g93,g39
n44,g89,g66
n12,g60,g71
n67,g74,g40
n75,g53,g49
n0,g22,g67
n22,g73,g76
n58,g57,g39
n36,g17,g55
n42,g70,g48
n61,g83,g88
n78,g11,g23
n3,g98,g73
n29,g25,g96
n47,g0,g36
n49,g45,g6
n52,g86,g95
n59,g59,g35
n57,g56,g75
n66,g22,g24
n37,g12,g91
n13,g87,g90
n40,g60,g3
n19,g8,g79
n46,g67,g35
n7,g64,g71
n15,g32,g74
n48,g91,g30
n41,g51,g37
n76,g8,g93
n64,g76,g14
n56,g71,g50
n2,g75,g97
n1,g59,g72
