n70,g98,g96
n6,g55,g56
n4,g87,g98
n22,g25,g24
n21,g92,g95
n60,g29,g91
n79,g5,g4
n74,g34,g60
n69,g42,g84
n28,g28,g73
n14,g82,g19
n45,g32,g41
n5,g19,g72
n23,g9,g49
n24,g64,g72
n17,g1,g71
n54,g87,g55
n77,g49,g50
n63,g20,g42
n9,g79,g35
n25,g53,g94
n10,g27,g64
n68,g24,g36
n34,g49,g84
n72,g29,g2
n73,g25,g26
n55,g69,g3
n44,g22,g79
n16,g54,g86
n80,g27,g39
n81,g22,g52
n75,g29,g7
n66,g56,g30
n47,g12,g69
n52,g95,g7
n59,g89,g28
n57,g73,g24
n71,g38,g61
n37,g0,g49
n31,g71,g29
n19,g95,g35
n46,g90,g37
n65,g77,g38
n85,g16,g89
n1,g85,g65
n84,g48,g62
n32,g39,g67
n26,g58,g53
n20,g12,g64
n53,g34,g58
n56,g17,g82
n76,g50,g30
n38,g77,g34
n13,g26,g54
n67,g14,g57
n41,g41,g48
n18,g7,g57
n11,g69,g9
n30,g10,g25
n35,g13,g82
n8,g38,g48
n83,g47,g98
n39,g71,g31
n33,g69,g89
n27,g46,g19
n50,g37,g0
n12,g37,g6
n82,g50,g78
n0,g63,g6
n43,g33,g20
n58,g42,g3
n36,g54,g81
n42,g72,g85
n61,g57,g12
n78,g8,g68
n3,g15,g24
n29,g59,g47
n49,g15,g56
n62,g60,g94
n40,g86,g6
n51,g0,g51
n7,g18,g17
n15,g92,g66
n48,g95,g23
n64,g62,g30
n2,g91,g20
