n70,g14,g35
n6,g3,g82
n4,g62,g46
n22,g38,g58
n21,g30,g98
n60,g23,g97
n79,g86,g25
n74,g17,g23
n69,g67,g89
n28,g15,g70
n14,g34,g27
n45,g42,g38
n5,g88,g48
n23,g19,g22
n24,g53,g99
n17,g41,g45
n54,g15,g7
n77,g56,g43
n63,g25,g27
n9,g48,g51
n25,g34,g45
n10,g5,g3
n68,g98,g63
n34,g28,g21
n72,g66,g56
n73,g50,g55
n55,g12,g18
n44,g33,g50
n16,g92,g49
n80,g36,g49
n81,g59,g69
n75,g25,g30
n66,g68,g14
n47,g90,g82
n52,g69,g40
n59,g18,g71
n57,g37,g43
n71,g48,g39
n37,g42,g16
n31,g8,g2
n19,g68,g47
n46,g12,g4
n65,g47,g99
n85,g65,g88
n1,g22,g82
n84,g85,g94
n32,g61,g86
n26,g26,g54
n20,g91,g0
n53,g37,g39
n56,g46,g92
n76,g83,g13
n38,g48,g36
n13,g80,g4
n67,g11,g18
n41,g35,g39
n18,g58,g0
n11,g44,g65
n30,g63,g44
n35,g17,g10
n8,g61,g38
n83,g89,g84
n39,g46,g32
n33,g81,g19
n27,g67,g50
n50,g47,g42
n12,g88,g80
n82,g0,g50
n0,g64,g37
n43,g86,g51
n58,g81,g38
n36,g85,g77
n42,g68,g10
n61,g91,g95
n78,g36,g59
n3,g60,g71
n29,g26,g3
n49,g6,g32
n62,g74,g39
n40,g73,g40
n51,g13,g54
n7,g61,g2
n15,g21,g47
n48,g73,g67
n64,g32,g83
n2,g66,g23
