n70,g76,g81
n6,g95,g73
n4,g27,g99
n22,g66,g62
n21,g77,g76
n60,g91,g78
n79,g28,g58
n74,g12,g93
n69,g71,g2
n28,g13,g58
n14,g24,g53
n45,g49,g43
n5,g89,g42
n23,g4,g52
n24,g20,g43
n17,g97,g98
n54,g86,g68
n77,g56,g71
n63,g68,g53
n9,g11,g99
n25,g22,g95
n10,g32,g22
n68,g57,g82
n34,g38,g15
n72,g24,g20
n73,g56,g11
n55,g77,g36
n44,g14,g75
n16,g24,g67
n80,g21,g39
n81,g93,g26
n75,g12,g16
n66,g45,g11
n47,g87,g83
n52,g62,g46
n59,g5,g90
n57,g98,g31
n71,g36,g84
n37,g9,g52
n31,g60,g51
n19,g87,g88
n46,g85,g25
n65,g5,g29
n85,g34,g3
n1,g54,g55
n84,g18,g39
n32,g57,g51
n26,g74,g19
n20,g47,g91
n53,g1,g39
n56,g84,g28
n76,g88,g16
n38,g88,g68
n13,g53,g89
n67,g78,g53
n41,g85,g2
n18,g85,g75
n11,g94,g34
n30,g9,g30
n35,g5,g67
n8,g35,g98
n83,g8,g33
n39,g8,g23
n33,g41,g24
n27,g88,g64
n50,g91,g12
n12,g55,g51
n82,g45,g7
n0,g41,g4
n43,g37,g7
n58,g35,g60
n36,g59,g50
n42,g36,g12
n61,g59,g18
n78,g50,g10
n3,g61,g39
n29,g10,g73
n49,g56,g54
n62,g12,g6
n40,g48,g80
n51,g47,g99
n7,g16,g87
n15,g15,g36
n48,g33,g97
n64,g46,g9
n2,g64,g72
