n70,g18,g47
n6,g57,g63
n4,g38,g83
n22,g80,g18
n21,g60,g67
n60,g34,g85
n79,g46,g7
n74,g49,g96
n69,g90,g2
n28,g65,g56
n14,g49,g57
n45,g81,g78
n5,g42,g32
n23,g44,g77
n24,g91,g50
n17,g43,g22
n54,g49,g77
n77,g11,g64
n63,g69,g92
n9,g69,g87
n25,g15,g41
n10,g78,g14
n68,g79,g98
n34,g82,g50
n72,g39,g65
n73,g73,g59
n55,g56,g79
n44,g70,g84
n16,g58,g16
n80,g62,g21
n81,g21,g4
n75,g80,g56
n66,g28,g14
n47,g36,g78
n52,g51,g49
n59,g95,g10
n57,g85,g54
n71,g22,g80
n37,g6,g39
n31,g19,g15
n19,g96,g35
n46,g70,g23
n65,g52,g92
n85,g85,g67
n1,g3,g80
n84,g34,g26
n32,g84,g43
n26,g2,g97
n20,g74,g29
n53,g77,g3
n56,g52,g27
n76,g7,g52
n38,g97,g92
n13,g64,g40
n67,g6,g12
n41,g89,g80
n18,g69,g3
n11,g39,g72
n30,g93,g95
n35,g70,g43
n8,g52,g86
n83,g85,g18
n39,g29,g26
n33,g24,g61
n27,g58,g13
n50,g53,g38
n12,g37,g74
n82,g40,g76
n0,g48,g38
n43,g96,g33
n58,g72,g15
n36,g50,g59
n42,g63,g53
n61,g16,g18
n78,g61,g35
n3,g8,g30
n29,g67,g41
n49,g32,g89
n62,g91,g40
n40,g32,g33
n51,g57,g48
n7,g37,g88
n15,g69,g19
n48,g44,g62
n64,g78,g75
n2,g59,g38
