n70,g94,g89
n65,g61,g54
n6,g2,g41
n35,g19,g18
n4,g60,g6
n32,g26,g43
n72,g97,g60
n26,g69,g70
n21,g91,g90
n60,g38,g49
n20,g96,g35
n51,g62,g45
n69,g65,g30
n71,g55,g51
n28,g37,g78
n14,g1,g55
n45,g26,g68
n39,g22,g59
n5,g15,g98
n23,g97,g53
n24,g97,g29
n54,g44,g24
n16,g37,g76
n17,g10,g85
n18,g14,g44
n63,g36,g45
n9,g60,g3
n25,g86,g41
n30,g69,g32
n31,g34,g81
n10,g62,g71
n43,g73,g20
n68,g68,g87
n34,g89,g79
n8,g10,g23
n53,g1,g12
n55,g39,g41
n38,g64,g90
n33,g28,g66
n62,g76,g68
n11,g61,g50
n27,g18,g35
n50,g13,g66
n44,g22,g17
n12,g49,g71
n67,g18,g39
n0,g40,g84
n22,g70,g90
n58,g62,g34
n36,g29,g42
n42,g32,g92
n61,g11,g84
n3,g70,g24
n29,g47,g28
n47,g46,g54
n49,g15,g66
n52,g5,g50
n59,g47,g65
n57,g76,g52
n66,g27,g96
n37,g51,g84
n13,g50,g82
n40,g66,g37
n19,g39,g84
n46,g14,g28
n7,g57,g93
n15,g10,g86
n48,g13,g26
n41,g88,g75
n64,g1,g23
n56,g20,g80
n2,g1,g5
n1,g63,g71
