n70,g30,g50
n65,g75,g12
n6,g19,g5
n35,g56,g78
n4,g21,g88
n32,g68,g7
n72,g11,g98
n26,g61,g97
n21,g58,g90
n60,g12,g4
n20,g0,g98
n51,g98,g88
n69,g11,g38
n71,g94,g81
n28,g26,g33
n14,g25,g23
n45,g46,g91
n39,g90,g11
n5,g68,g40
n23,g93,g34
n24,g79,g62
n54,g2,g38
n16,g51,g19
n17,g31,g54
n18,g23,g84
n63,g82,g96
n9,g60,g86
n25,g34,g36
n30,g95,g25
n31,g81,g88
n10,g73,g53
n43,g55,g69
n68,g48,g0
n34,g92,g47
n8,g52,g17
n53,g50,g65
n55,g33,g36
n38,g34,g31
n33,g54,g64
n62,g87,g59
n11,g7,g42
n27,g47,g1
n50,g77,g57
n44,g2,g14
n12,g86,g10
n67,g37,g85
n0,g90,g97
n22,g31,g66
n58,g16,g72
n36,g74,g17
n42,g59,g54
n61,g65,g89
n3,g95,g14
n29,g0,g41
n47,g93,g47
n49,g18,g71
n52,g39,g22
n59,g5,g37
n57,g35,g70
n66,g54,g27
n37,g6,g86
n13,g5,g46
n40,g18,g23
n19,g36,g57
n46,g38,g83
n7,g4,g38
n15,g41,g18
n48,g59,g52
n41,g70,g6
n64,g94,g19
n56,g32,g30
n2,g39,g27
n1,g15,g81
