n70,g64,g90
n65,g69,g9
n6,g22,g41
n35,g18,g21
n4,g94,g20
n32,g16,g96
n26,g13,g96
n21,g30,g69
n60,g86,g81
n20,g16,g62
n51,g7,g5
n69,g43,g11
n28,g32,g15
n14,g96,g39
n45,g1,g29
n39,g13,g55
n5,g13,g40
n23,g88,g23
n24,g73,g27
n54,g31,g93
n16,g28,g63
n17,g11,g2
n18,g8,g28
n63,g0,g38
n9,g51,g91
n25,g78,g36
n30,g49,g64
n31,g93,g4
n10,g94,g55
n43,g19,g17
n68,g74,g79
n34,g4,g5
n8,g95,g28
n53,g71,g37
n55,g37,g41
n38,g8,g87
n33,g65,g92
n62,g4,g19
n11,g3,g56
n27,g36,g26
n50,g39,g84
n44,g5,g96
n12,g87,g12
n67,g43,g28
n0,g97,g80
n22,g83,g61
n58,g9,g26
n36,g84,g42
n42,g55,g88
n61,g4,g33
n3,g3,g63
n29,g29,g99
n47,g17,g50
n49,g98,g34
n52,g26,g14
n59,g92,g0
n57,g81,g38
n66,g70,g7
n37,g7,g91
n13,g19,g50
n40,g69,g37
n19,g71,g7
n46,g13,g56
n7,g67,g8
n15,g25,g49
n48,g71,g1
n41,g37,g11
n64,g68,g15
n56,g72,g91
n2,g95,g39
n1,g98,g0
