n70,g34,g69
n65,g39,g3
n6,g41,g13
n35,g78,g6
n4,g3,g18
n32,g62,g96
n26,g81,g72
n21,g85,g52
n60,g88,g11
n20,g41,g37
n51,g88,g25
n69,g84,g6
n28,g79,g92
n14,g37,g29
n45,g72,g80
n39,g23,g75
n5,g83,g84
n23,g64,g28
n24,g80,g22
n54,g3,g33
n16,g41,g3
n17,g85,g64
n18,g30,g47
n63,g61,g97
n9,g11,g32
n25,g26,g83
n30,g89,g47
n31,g43,g80
n10,g42,g87
n43,g4,g98
n68,g6,g8
n34,g13,g63
n8,g57,g5
n53,g83,g6
n55,g15,g37
n38,g39,g33
n33,g39,g28
n62,g49,g53
n11,g0,g19
n27,g13,g29
n50,g56,g41
n44,g71,g42
n12,g42,g27
n67,g40,g94
n0,g87,g94
n22,g31,g68
n58,g96,g93
n36,g80,g55
n42,g77,g7
n61,g12,g32
n3,g49,g85
n29,g7,g14
n47,g60,g16
n49,g5,g34
n52,g35,g2
n59,g12,g58
n57,g10,g56
n66,g66,g58
n37,g40,g16
n13,g91,g62
n40,g94,g98
n19,g70,g65
n46,g93,g60
n7,g94,g37
n15,g48,g13
n48,g42,g75
n41,g2,g74
n64,g42,g2
n56,g6,g11
n2,g18,g26
n1,g28,g95
