n70,g91,g10
n65,g88,g42
n6,g59,g53
n35,g71,g65
n4,g45,g12
n32,g63,g9
n26,g36,g26
n21,g16,g83
n60,g72,g91
n20,g3,g97
n51,g50,g20
n69,g49,g6
n28,g53,g37
n14,g64,g25
n45,g51,g67
n39,g56,g2
n5,g24,g75
n23,g12,g4
n24,g96,g7
n54,g50,g58
n16,g72,g69
n17,g54,g33
n18,g90,g50
n63,g43,g26
n9,g72,g35
n25,g22,g28
n30,g13,g6
n31,g56,g46
n10,g19,g90
n43,g57,g37
n68,g23,g50
n34,g44,g72
n8,g47,g5
n53,g24,g5
n55,g71,g9
n38,g82,g99
n33,g20,g64
n62,g40,g86
n11,g67,g54
n27,g59,g14
n50,g92,g12
n44,g60,g45
n12,g30,g89
n67,g92,g53
n0,g32,g12
n22,g4,g99
n58,g71,g5
n36,g79,g81
n42,g74,g6
n61,g93,g89
n3,g78,g13
n29,g98,g8
n47,g66,g56
n49,g4,g88
n52,g93,g20
n59,g33,g9
n57,g46,g78
n66,g27,g74
n37,g50,g18
n13,g41,g63
n40,g28,g78
n19,g56,g95
n46,g56,g19
n7,g75,g86
n15,g52,g43
n48,g44,g38
n41,g74,g99
n64,g29,g39
n56,g71,g25
n2,g66,g19
n1,g37,g83
