n70,g9,g65
n65,g41,g38
n6,g85,g9
n35,g35,g93
n4,g24,g26
n32,g76,g21
n26,g74,g87
n21,g24,g23
n60,g37,g33
n20,g29,g74
n51,g5,g25
n69,g97,g15
n28,g44,g58
n14,g12,g48
n45,g94,g87
n39,g67,g76
n5,g0,g8
n23,g77,g79
n24,g46,g77
n54,g82,g33
n16,g82,g46
n17,g40,g91
n18,g46,g78
n63,g84,g26
n9,g83,g43
n25,g57,g50
n30,g55,g6
n31,g52,g95
n10,g57,g93
n43,g24,g57
n68,g53,g96
n34,g12,g70
n8,g95,g44
n53,g8,g78
n55,g71,g42
n38,g76,g86
n33,g81,g10
n62,g18,g66
n11,g67,g8
n27,g43,g34
n50,g67,g52
n44,g19,g61
n12,g58,g15
n67,g12,g4
n0,g44,g81
n22,g0,g52
n58,g81,g71
n36,g69,g67
n42,g3,g56
n61,g34,g66
n3,g24,g20
n29,g7,g66
n47,g50,g43
n49,g25,g40
n52,g49,g38
n59,g8,g97
n57,g36,g71
n66,g16,g43
n37,g93,g50
n13,g64,g76
n40,g76,g25
n19,g4,g41
n46,g56,g24
n7,g43,g84
n15,g53,g37
n48,g10,g92
n41,g1,g2
n64,g1,g30
n56,g89,g13
n2,g49,g37
n1,g72,g77
