n70,g28,g36
n65,g56,g10
n6,g78,g46
n35,g3,g51
n4,g0,g55
n32,g80,g9
n72,g48,g67
n74,g1,g34
n26,g20,g61
n21,g74,g47
n60,g55,g81
n20,g0,g20
n73,g3,g83
n51,g75,g45
n69,g67,g11
n71,g86,g30
n28,g93,g35
n77,g18,g39
n14,g87,g22
n45,g44,g62
n39,g73,g55
n5,g86,g70
n23,g62,g51
n24,g88,g41
n54,g90,g74
n16,g46,g62
n17,g94,g58
n18,g33,g49
n63,g50,g81
n9,g92,g78
n25,g20,g96
n30,g56,g68
n31,g89,g49
n10,g44,g31
n43,g46,g57
n68,g61,g14
n34,g99,g23
n8,g5,g50
n79,g24,g15
n53,g43,g21
n55,g12,g22
n38,g2,g96
n33,g68,g30
n62,g41,g71
n11,g13,g29
n27,g96,g50
n50,g36,g71
n44,g50,g30
n12,g71,g14
n67,g49,g39
n75,g97,g47
n80,g4,g80
n0,g18,g19
n22,g74,g67
n58,g22,g5
n36,g89,g46
n42,g5,g96
n61,g37,g10
n78,g61,g90
n3,g32,g11
n29,g84,g33
n47,g71,g78
n49,g85,g43
n52,g4,g30
n59,g7,g24
n57,g91,g54
n66,g73,g79
n37,g58,g78
n13,g20,g19
n40,g36,g7
n19,g36,g70
n46,g47,g4
n7,g53,g92
n15,g41,g26
n48,g86,g42
n41,g20,g68
n76,g75,g80
n64,g86,g83
n56,g51,g10
n2,g63,g96
n1,g99,g7
