n70,g25,g28
n65,g35,g94
n6,g50,g38
n35,g95,g72
n4,g87,g95
n32,g35,g50
n72,g53,g80
n74,g2,g88
n26,g52,g66
n21,g8,g49
n60,g61,g19
n20,g74,g16
n73,g97,g31
n51,g30,g7
n69,g35,g96
n71,g89,g30
n28,g83,g53
n77,g86,g51
n14,g50,g17
n45,g86,g1
n39,g14,g77
n5,g70,g20
n23,g14,g48
n24,g81,g12
n54,g82,g55
n16,g9,g6
n17,g74,g83
n18,g71,g1
n63,g60,g56
n9,g12,g41
n25,g40,g42
n30,g63,g53
n31,g21,g68
n10,g17,g41
n43,g22,g13
n68,g53,g30
n34,g69,g95
n8,g87,g4
n79,g80,g81
n53,g84,g81
n55,g32,g90
n38,g31,g77
n33,g48,g94
n62,g37,g89
n11,g49,g97
n27,g20,g1
n50,g73,g49
n44,g22,g60
n12,g48,g11
n67,g57,g97
n75,g48,g7
n80,g59,g8
n0,g69,g74
n22,g20,g92
n58,g67,g53
n36,g26,g37
n42,g55,g51
n61,g45,g73
n78,g80,g90
n3,g4,g96
n29,g3,g13
n47,g10,g7
n49,g19,g96
n52,g2,g1
n59,g71,g32
n57,g94,g10
n66,g52,g81
n37,g31,g45
n13,g12,g6
n40,g96,g30
n19,g74,g47
n46,g78,g83
n7,g56,g95
n15,g29,g67
n48,g83,g82
n41,g92,g32
n76,g46,g38
n64,g27,g70
n56,g54,g80
n2,g66,g10
n1,g29,g45
