n70,g14,g17
n65,g32,g68
n6,g30,g73
n35,g89,g44
n4,g56,g34
n32,g47,g62
n72,g29,g62
n74,g48,g15
n26,g21,g85
n21,g41,g91
n60,g25,g72
n20,g54,g90
n73,g67,g3
n51,g96,g22
n69,g48,g98
n71,g20,g18
n28,g67,g53
n77,g31,g46
n14,g6,g87
n45,g8,g6
n39,g98,g37
n5,g28,g14
n23,g38,g53
n24,g66,g48
n54,g36,g68
n16,g97,g36
n17,g0,g76
n18,g92,g20
n63,g11,g45
n9,g42,g60
n25,g16,g66
n30,g75,g37
n31,g37,g84
n10,g60,g91
n43,g41,g60
n68,g81,g8
n34,g75,g97
n8,g46,g28
n79,g62,g15
n53,g11,g18
n55,g3,g61
n38,g91,g46
n33,g3,g11
n62,g31,g49
n11,g35,g52
n27,g76,g97
n50,g90,g45
n44,g66,g11
n12,g21,g35
n67,g52,g21
n75,g24,g46
n80,g90,g30
n0,g56,g1
n22,g71,g96
n58,g99,g57
n36,g51,g27
n42,g51,g55
n61,g69,g79
n78,g51,g93
n3,g76,g33
n29,g37,g15
n47,g43,g54
n49,g22,g86
n52,g7,g93
n59,g95,g65
n57,g38,g40
n66,g38,g44
n37,g40,g85
n13,g67,g41
n40,g44,g28
n19,g61,g20
n46,g67,g58
n7,g74,g84
n15,g3,g84
n48,g69,g70
n41,g4,g98
n76,g50,g96
n64,g44,g18
n56,g37,g1
n2,g36,g28
n1,g86,g84
