n70,g94,g14
n6,g10,g88
n4,g98,g86
n22,g96,g41
n21,g39,g66
n60,g35,g21
n79,g2,g11
n74,g25,g59
n69,g93,g92
n28,g51,g94
n14,g56,g16
n45,g29,g73
n5,g80,g32
n23,g46,g8
n24,g93,g34
n17,g24,g92
n54,g35,g88
n77,g34,g85
n63,g50,g66
n9,g60,g90
n25,g28,g20
n10,g6,g98
n68,g26,g23
n34,g88,g71
n72,g25,g58
n73,g64,g9
n55,g31,g50
n44,g93,g64
n16,g16,g87
n80,g20,g90
n81,g37,g86
n75,g21,g58
n66,g34,g48
n47,g10,g35
n52,g85,g5
n59,g93,g91
n57,g77,g76
n71,g54,g27
n37,g89,g3
n31,g38,g22
n19,g79,g47
n46,g48,g0
n65,g39,g42
n85,g6,g74
n1,g49,g60
n84,g81,g11
n32,g39,g70
n26,g90,g37
n20,g41,g58
n53,g63,g13
n56,g72,g28
n76,g91,g17
n38,g31,g87
n13,g26,g74
n67,g81,g71
n41,g64,g94
n18,g31,g76
n11,g85,g54
n30,g26,g60
n35,g74,g10
n8,g64,g90
n83,g9,g50
n39,g79,g86
n33,g75,g87
n27,g50,g33
n50,g59,g17
n12,g62,g92
n82,g74,g33
n0,g53,g7
n43,g11,g35
n58,g21,g49
n36,g57,g61
n42,g24,g51
n61,g58,g65
n78,g75,g29
n3,g0,g8
n29,g37,g28
n49,g39,g8
n62,g54,g74
n40,g68,g94
n51,g87,g58
n7,g18,g50
n15,g67,g78
n48,g85,g76
n64,g68,g37
n2,g13,g83
