n70,g45,g9
n6,g76,g33
n4,g12,g48
n22,g9,g26
n21,g62,g20
n60,g24,g65
n79,g27,g32
n74,g81,g82
n69,g50,g40
n28,g25,g78
n14,g60,g47
n45,g98,g3
n5,g9,g76
n23,g1,g49
n24,g74,g0
n17,g72,g71
n54,g29,g96
n77,g1,g60
n63,g15,g20
n9,g8,g29
n25,g17,g72
n10,g62,g53
n68,g52,g4
n34,g34,g41
n72,g98,g58
n73,g78,g19
n55,g65,g69
n44,g65,g75
n16,g56,g65
n80,g60,g98
n81,g40,g28
n75,g56,g54
n66,g94,g30
n47,g74,g4
n52,g95,g20
n59,g55,g5
n57,g66,g57
n71,g40,g86
n37,g66,g95
n31,g40,g32
n19,g17,g79
n46,g96,g48
n65,g17,g43
n85,g71,g91
n1,g28,g25
n84,g73,g21
n32,g59,g91
n26,g62,g72
n20,g3,g22
n53,g72,g57
n56,g18,g79
n76,g10,g94
n38,g35,g20
n13,g95,g1
n67,g80,g21
n41,g3,g70
n18,g99,g11
n11,g76,g6
n30,g9,g27
n35,g21,g62
n8,g60,g34
n83,g79,g68
n39,g64,g26
n33,g13,g64
n27,g13,g74
n50,g0,g35
n12,g29,g17
n82,g12,g91
n0,g47,g29
n43,g62,g19
n58,g43,g86
n36,g43,g71
n42,g46,g16
n61,g91,g47
n78,g95,g81
n3,g12,g96
n29,g34,g23
n49,g64,g70
n62,g72,g31
n40,g67,g0
n51,g0,g64
n7,g91,g65
n15,g78,g88
n48,g86,g84
n64,g94,g34
n2,g2,g99
