n70,g35,g18
n6,g9,g52
n4,g70,g85
n22,g2,g4
n21,g73,g50
n60,g21,g7
n79,g34,g96
n74,g86,g21
n69,g98,g43
n28,g17,g80
n14,g13,g97
n45,g45,g29
n5,g4,g53
n23,g97,g80
n24,g5,g74
n17,g44,g69
n54,g46,g95
n77,g95,g86
n63,g56,g74
n9,g1,g78
n25,g83,g45
n10,g45,g99
n68,g27,g24
n34,g41,g60
n72,g11,g66
n73,g47,g16
n55,g61,g7
n44,g55,g23
n16,g45,g25
n80,g10,g94
n81,g84,g22
n75,g9,g78
n66,g94,g16
n47,g0,g31
n52,g18,g9
n59,g70,g64
n57,g97,g81
n71,g89,g27
n37,g97,g19
n31,g61,g59
n19,g87,g29
n46,g40,g92
n65,g87,g62
n85,g74,g80
n1,g68,g49
n84,g22,g50
n32,g6,g92
n26,g84,g86
n20,g91,g48
n53,g49,g88
n56,g96,g60
n76,g42,g12
n38,g14,g32
n13,g13,g35
n67,g60,g78
n41,g28,g83
n18,g67,g31
n11,g27,g46
n30,g70,g17
n35,g19,g94
n8,g7,g26
n83,g51,g58
n39,g50,g10
n33,g36,g93
n27,g6,g4
n50,g84,g53
n12,g32,g1
n82,g50,g36
n0,g43,g65
n43,g81,g14
n58,g1,g64
n36,g44,g87
n42,g19,g95
n61,g91,g44
n78,g95,g51
n3,g62,g73
n29,g30,g60
n49,g73,g23
n62,g67,g2
n40,g45,g35
n51,g33,g72
n7,g20,g94
n15,g43,g32
n48,g11,g60
n64,g22,g94
n2,g28,g21
