n70,g24,g97
n6,g77,g65
n4,g29,g31
n22,g44,g24
n21,g90,g87
n60,g88,g21
n79,g16,g44
n74,g67,g33
n69,g8,g30
n28,g34,g78
n14,g69,g89
n45,g23,g26
n5,g8,g73
n23,g14,g65
n24,g45,g49
n17,g65,g9
n54,g52,g10
n77,g88,g47
n63,g8,g62
n9,g23,g22
n25,g94,g38
n10,g19,g3
n68,g16,g29
n34,g39,g35
n72,g96,g55
n73,g73,g56
n55,g53,g4
n44,g8,g19
n16,g23,g55
n80,g18,g60
n81,g28,g63
n75,g56,g22
n66,g48,g10
n47,g81,g7
n52,g15,g32
n59,g30,g53
n57,g45,g80
n71,g79,g53
n37,g69,g87
n31,g67,g38
n19,g77,g91
n46,g58,g5
n65,g7,g35
n85,g79,g59
n1,g26,g66
n84,g17,g5
n32,g96,g0
n26,g72,g54
n20,g48,g64
n53,g16,g60
n56,g47,g10
n76,g99,g68
n38,g18,g57
n13,g86,g61
n67,g37,g22
n41,g74,g20
n18,g92,g32
n11,g38,g34
n30,g53,g35
n35,g74,g14
n8,g52,g40
n83,g29,g64
n39,g95,g84
n33,g56,g53
n27,g39,g72
n50,g12,g55
n12,g62,g29
n82,g18,g25
n0,g97,g37
n43,g43,g80
n58,g13,g46
n36,g31,g95
n42,g27,g84
n61,g33,g59
n78,g18,g80
n3,g81,g61
n29,g83,g88
n49,g48,g99
n62,g92,g59
n40,g43,g16
n51,g45,g47
n7,g38,g39
n15,g62,g15
n48,g3,g46
n64,g61,g83
n2,g52,g60
