n0,g89,g3
n1,g20,g64
n2,g55,g88
n3,g80,g18
n4,g1,g7
n5,g72,g78
n6,g73,g4
n7,g75,g66
n8,g39,g46
n9,g11,g41
n10,g7,g76
n11,g91,g37
n12,g52,g22
n13,g94,g90
n14,g2,g15
n15,g34,g55
n16,g53,g20
n17,g42,g83
n18,g90,g20
n19,g60,g65
n20,g45,g85
n21,g32,g16
n22,g71,g93
n23,g97,g92
n24,g86,g17
n25,g54,g88
n26,g21,g94
n27,g33,g27
n28,g88,g51
n29,g91,g38
n30,g58,g54
n31,g4,g64
n32,g60,g46
n33,g14,g40
n34,g85,g68
n35,g99,g63
n36,g29,g88
n37,g80,g65
n38,g76,g70
n39,g81,g36
n40,g62,g8
n41,g80,g17
n42,g23,g27
n43,g49,g51
n44,g8,g32
n45,g67,g22
n46,g19,g21
n47,g29,g27
n48,g36,g80
n49,g90,g71
n50,g99,g12
n51,g48,g62
n52,g24,g49
n53,g38,g92
n54,g41,g53
n55,g2,g17
n56,g35,g39
n57,g84,g52
n58,g25,g74
n59,g95,g86
n60,g30,g87
n61,g55,g44
n62,g47,g85
n63,g9,g94
n64,g17,g70
n65,g56,g11
n66,g57,g65
n67,g23,g78
n68,g11,g52
n69,g7,g73
n70,g44,g91
n71,g3,g37
n72,g40,g99
n73,g2,g93
n74,g57,g46
n75,g42,g74
n76,g64,g19
n77,g62,g30
n78,g31,g16
n79,g86,g74
n80,g15,g63
n81,g16,g40
n82,g13,g81
n83,g56,g51
n84,g86,g76
n85,g87,g7
n86,g22,g0
n87,g53,g65
n88,g78,g96
n89,g55,g39
n90,g82,g99
n91,g44,g9
n92,g30,g32
n93,g1,g27
n94,g50,g61
n95,g28,g87
n96,g45,g9
n97,g79,g59
n98,g1,g32
n99,g38,g19
n100,g93,g4
n101,g66,g6
n102,g48,g86
n103,g79,g82
n104,g18,g44
n105,g77,g13
n106,g68,g23
n107,g48,g28
n108,g24,g58
n109,g27,g81
