n70,g19,g33
n65,g57,g2
n6,g98,g65
n35,g11,g12
n4,g89,g23
n32,g66,g44
n72,g15,g39
n74,g53,g84
n26,g17,g71
n21,g29,g61
n60,g13,g93
n20,g38,g80
n73,g72,g26
n51,g77,g78
n69,g90,g80
n71,g43,g31
n28,g44,g75
n77,g88,g2
n14,g36,g95
n45,g40,g82
n39,g87,g6
n5,g29,g57
n23,g7,g98
n24,g72,g65
n54,g67,g31
n16,g44,g52
n82,g22,g24
n17,g94,g89
n18,g64,g32
n63,g16,g37
n9,g16,g47
n25,g39,g59
n30,g3,g20
n31,g82,g77
n10,g15,g53
n43,g69,g68
n68,g24,g47
n34,g86,g56
n8,g7,g49
n79,g17,g46
n53,g24,g76
n55,g53,g43
n38,g93,g3
n33,g22,g61
n62,g95,g84
n11,g58,g22
n27,g12,g82
n50,g24,g44
n44,g89,g85
n12,g29,g65
n67,g84,g85
n75,g71,g39
n80,g35,g91
n0,g94,g60
n22,g49,g72
n81,g71,g13
n58,g98,g50
n36,g91,g85
n42,g3,g58
n61,g49,g61
n78,g51,g42
n3,g33,g73
n29,g91,g19
n47,g35,g23
n49,g59,g24
n52,g94,g9
n59,g55,g21
n57,g58,g82
n66,g22,g0
n37,g60,g88
n13,g78,g39
n40,g62,g95
n19,g20,g63
n46,g97,g16
n7,g98,g95
n15,g51,g21
n48,g38,g25
n41,g52,g22
n76,g52,g57
n64,g77,g16
n56,g25,g64
n2,g36,g61
n1,g1,g36
