n70,g57,g22
n6,g80,g40
n4,g5,g86
n22,g66,g42
n21,g91,g60
n60,g45,g39
n79,g5,g56
n74,g66,g44
n69,g58,g74
n28,g78,g72
n14,g15,g44
n45,g80,g29
n5,g43,g35
n23,g23,g0
n24,g38,g4
n17,g39,g34
n54,g90,g99
n77,g26,g92
n63,g22,g87
n9,g33,g5
n25,g7,g69
n87,g68,g82
n10,g91,g29
n68,g86,g65
n34,g60,g79
n72,g35,g27
n73,g71,g26
n55,g81,g40
n44,g70,g42
n16,g20,g45
n80,g21,g98
n81,g21,g54
n75,g19,g14
n66,g74,g50
n47,g19,g72
n52,g12,g8
n59,g1,g11
n57,g15,g82
n71,g43,g90
n37,g25,g79
n31,g21,g41
n19,g62,g58
n46,g52,g30
n65,g95,g4
n85,g79,g65
n1,g89,g23
n84,g74,g61
n32,g69,g82
n26,g72,g86
n20,g95,g17
n53,g6,g95
n56,g16,g55
n76,g33,g21
n38,g5,g23
n13,g1,g29
n67,g7,g91
n41,g58,g32
n18,g4,g79
n11,g39,g52
n30,g36,g51
n35,g53,g58
n8,g20,g38
n83,g66,g2
n39,g4,g67
n33,g34,g61
n27,g19,g71
n50,g54,g33
n12,g17,g54
n82,g75,g96
n0,g29,g23
n43,g92,g82
n58,g83,g31
n36,g70,g46
n42,g47,g20
n61,g36,g92
n78,g4,g72
n3,g27,g67
n29,g76,g97
n49,g29,g40
n88,g53,g41
n86,g51,g78
n62,g93,g48
n40,g66,g23
n51,g31,g27
n7,g16,g75
n15,g93,g27
n48,g26,g89
n64,g21,g69
n2,g2,g52
