n70,g21,g7
n6,g63,g97
n4,g89,g2
n22,g42,g18
n21,g67,g0
n60,g63,g21
n79,g3,g54
n74,g47,g29
n69,g44,g4
n28,g65,g22
n14,g25,g76
n45,g11,g39
n5,g13,g95
n23,g32,g84
n24,g20,g90
n17,g86,g14
n54,g65,g82
n77,g0,g55
n63,g57,g63
n9,g48,g33
n25,g30,g40
n87,g8,g97
n10,g82,g26
n68,g93,g74
n34,g49,g23
n72,g28,g25
n73,g7,g45
n55,g61,g88
n44,g68,g59
n16,g85,g54
n80,g75,g11
n81,g84,g16
n75,g31,g30
n66,g37,g78
n47,g89,g3
n52,g50,g76
n59,g19,g83
n57,g56,g9
n71,g85,g41
n37,g61,g64
n31,g52,g71
n19,g94,g57
n46,g38,g61
n65,g50,g78
n85,g17,g25
n1,g89,g43
n84,g98,g36
n32,g91,g22
n26,g17,g35
n20,g89,g80
n53,g71,g54
n56,g78,g98
n76,g88,g36
n38,g99,g23
n13,g32,g52
n67,g14,g58
n41,g63,g2
n18,g1,g87
n11,g34,g31
n30,g16,g53
n35,g14,g27
n8,g85,g40
n83,g23,g35
n39,g73,g13
n33,g37,g87
n27,g46,g17
n50,g8,g17
n12,g11,g52
n82,g54,g13
n0,g77,g86
n43,g27,g69
n58,g73,g78
n36,g25,g5
n42,g76,g47
n61,g90,g63
n78,g27,g58
n3,g36,g41
n29,g6,g20
n49,g12,g93
n88,g5,g97
n86,g3,g51
n62,g27,g86
n40,g33,g62
n51,g51,g94
n7,g58,g95
n15,g39,g16
n48,g62,g66
n64,g37,g72
n2,g70,g8
