n70,g20,g76
n65,g5,g3
n6,g85,g18
n35,g19,g97
n4,g33,g58
n32,g7,g3
n72,g64,g8
n26,g66,g39
n21,g85,g66
n60,g17,g13
n20,g27,g87
n51,g48,g80
n69,g72,g20
n71,g46,g59
n28,g13,g32
n14,g6,g83
n45,g41,g16
n39,g47,g32
n5,g39,g72
n23,g28,g2
n24,g87,g98
n54,g67,g42
n16,g38,g16
n17,g27,g53
n18,g32,g19
n63,g56,g69
n9,g10,g56
n25,g14,g99
n30,g15,g28
n31,g87,g88
n10,g18,g36
n43,g32,g69
n68,g74,g94
n34,g78,g70
n8,g7,g46
n53,g49,g67
n55,g94,g39
n38,g92,g12
n33,g95,g59
n62,g42,g25
n11,g58,g82
n27,g30,g69
n50,g66,g8
n44,g2,g16
n12,g10,g55
n67,g45,g10
n0,g15,g10
n22,g40,g19
n58,g64,g49
n36,g1,g52
n42,g18,g47
n61,g21,g2
n3,g11,g64
n29,g25,g93
n47,g36,g32
n49,g83,g24
n52,g35,g97
n59,g95,g25
n57,g34,g25
n66,g85,g34
n37,g54,g67
n13,g8,g17
n40,g95,g58
n19,g78,g27
n46,g61,g2
n7,g24,g37
n15,g6,g15
n48,g62,g35
n41,g80,g77
n64,g67,g15
n56,g80,g96
n2,g82,g12
n1,g26,g52
