n70,g72,g6
n65,g67,g16
n6,g60,g22
n35,g55,g58
n4,g68,g40
n32,g28,g61
n72,g34,g85
n26,g53,g65
n21,g9,g93
n60,g98,g3
n20,g79,g36
n51,g85,g91
n69,g98,g8
n71,g13,g39
n28,g13,g17
n14,g19,g65
n45,g19,g87
n39,g1,g64
n5,g17,g66
n23,g75,g31
n24,g91,g75
n54,g57,g29
n16,g24,g60
n17,g18,g92
n18,g96,g98
n63,g79,g5
n9,g21,g54
n25,g98,g95
n30,g87,g78
n31,g84,g57
n10,g23,g53
n43,g69,g80
n68,g87,g62
n34,g2,g74
n8,g58,g63
n53,g27,g95
n55,g6,g31
n38,g51,g90
n33,g31,g52
n62,g39,g58
n11,g18,g76
n27,g81,g97
n50,g29,g74
n44,g13,g32
n12,g1,g27
n67,g87,g11
n0,g30,g7
n22,g14,g87
n58,g35,g48
n36,g96,g16
n42,g97,g98
n61,g14,g95
n3,g89,g36
n29,g5,g41
n47,g40,g44
n49,g68,g47
n52,g24,g66
n59,g0,g78
n57,g6,g26
n66,g78,g94
n37,g73,g61
n13,g5,g27
n40,g3,g40
n19,g46,g39
n46,g80,g23
n7,g28,g92
n15,g71,g51
n48,g62,g96
n41,g3,g5
n64,g68,g15
n56,g4,g12
n2,g88,g56
n1,g52,g19
