n70,g43,g25
n65,g79,g76
n6,g54,g99
n35,g79,g46
n4,g93,g87
n32,g79,g5
n72,g71,g98
n26,g5,g95
n21,g73,g72
n60,g89,g76
n20,g57,g88
n51,g33,g22
n69,g35,g62
n71,g66,g4
n28,g63,g64
n14,g17,g70
n45,g33,g66
n39,g64,g59
n5,g47,g68
n23,g52,g16
n24,g63,g73
n54,g99,g89
n16,g52,g77
n17,g62,g26
n18,g6,g56
n63,g21,g14
n9,g32,g86
n25,g12,g96
n30,g68,g54
n31,g21,g77
n10,g75,g81
n43,g11,g86
n68,g44,g33
n34,g64,g75
n8,g16,g56
n53,g67,g58
n55,g94,g82
n38,g30,g6
n33,g77,g62
n62,g9,g43
n11,g24,g60
n27,g89,g43
n50,g3,g38
n44,g70,g63
n12,g86,g10
n67,g56,g43
n0,g15,g54
n22,g58,g84
n58,g28,g68
n36,g67,g4
n42,g84,g83
n61,g37,g9
n3,g50,g96
n29,g40,g69
n47,g31,g99
n49,g50,g54
n52,g36,g34
n59,g5,g56
n57,g33,g51
n66,g66,g49
n37,g38,g30
n13,g21,g71
n40,g11,g23
n19,g59,g65
n46,g69,g11
n7,g65,g29
n15,g58,g85
n48,g84,g74
n41,g42,g37
n64,g57,g62
n56,g41,g91
n2,g97,g70
n1,g78,g38
