n70,g47,g31
n65,g41,g14
n6,g69,g46
n35,g95,g9
n4,g95,g38
n32,g98,g17
n72,g19,g35
n74,g74,g6
n26,g17,g12
n21,g39,g67
n60,g42,g87
n20,g76,g16
n73,g57,g11
n51,g48,g22
n69,g28,g23
n71,g24,g13
n28,g0,g95
n77,g81,g20
n14,g52,g36
n45,g87,g93
n39,g71,g7
n5,g55,g84
n23,g85,g27
n24,g19,g26
n54,g86,g6
n16,g93,g51
n82,g26,g85
n17,g16,g58
n18,g63,g59
n63,g95,g96
n9,g63,g55
n25,g11,g65
n30,g88,g65
n31,g63,g57
n10,g34,g94
n43,g48,g80
n68,g58,g70
n34,g19,g42
n8,g30,g96
n79,g8,g66
n53,g22,g41
n55,g49,g47
n38,g50,g0
n33,g67,g9
n62,g62,g3
n11,g41,g83
n27,g60,g11
n50,g33,g53
n44,g34,g9
n12,g21,g43
n67,g99,g68
n75,g41,g45
n80,g44,g0
n0,g28,g33
n22,g37,g89
n81,g20,g2
n58,g36,g18
n36,g18,g35
n42,g53,g1
n61,g51,g22
n78,g64,g18
n3,g70,g34
n29,g34,g40
n47,g9,g76
n49,g70,g96
n52,g92,g42
n59,g83,g37
n57,g79,g43
n66,g23,g71
n37,g88,g58
n13,g12,g4
n40,g59,g64
n19,g57,g37
n46,g4,g87
n7,g69,g10
n15,g31,g55
n48,g25,g82
n41,g92,g75
n76,g22,g36
n64,g38,g64
n56,g38,g32
n2,g54,g66
n1,g23,g40
