n70,g28,g89
n65,g44,g15
n6,g91,g79
n35,g2,g27
n4,g80,g38
n32,g22,g14
n72,g45,g91
n74,g50,g3
n26,g9,g17
n21,g25,g69
n60,g42,g90
n20,g26,g69
n73,g96,g11
n51,g32,g34
n69,g89,g70
n71,g5,g36
n28,g24,g54
n77,g15,g95
n14,g53,g42
n45,g4,g30
n39,g94,g36
n5,g27,g79
n23,g70,g87
n24,g82,g25
n54,g58,g38
n16,g99,g55
n17,g33,g73
n18,g40,g62
n63,g43,g53
n9,g90,g65
n25,g9,g73
n30,g69,g76
n31,g23,g76
n10,g69,g9
n43,g51,g25
n68,g8,g66
n34,g66,g62
n8,g41,g6
n53,g34,g63
n55,g58,g40
n38,g9,g84
n33,g70,g56
n62,g48,g57
n11,g72,g53
n27,g76,g90
n50,g91,g24
n44,g20,g26
n12,g86,g6
n67,g56,g32
n75,g83,g22
n0,g53,g57
n22,g49,g76
n58,g35,g33
n36,g4,g96
n42,g71,g59
n61,g17,g85
n78,g16,g60
n3,g60,g58
n29,g31,g83
n47,g45,g71
n49,g48,g97
n52,g49,g39
n59,g4,g8
n57,g79,g50
n66,g11,g79
n37,g96,g29
n13,g20,g36
n40,g98,g68
n19,g67,g47
n46,g44,g33
n7,g65,g6
n15,g80,g90
n48,g80,g61
n41,g49,g64
n76,g95,g54
n64,g82,g81
n56,g38,g34
n2,g46,g71
n1,g1,g33
