n70,g53,g55
n65,g70,g35
n6,g44,g77
n35,g66,g56
n4,g11,g4
n32,g79,g33
n72,g82,g81
n74,g18,g87
n26,g80,g73
n21,g93,g41
n60,g24,g7
n20,g68,g61
n73,g45,g12
n51,g4,g69
n69,g28,g27
n71,g88,g18
n28,g0,g9
n77,g29,g44
n14,g91,g0
n45,g96,g30
n39,g2,g53
n5,g14,g81
n23,g91,g92
n24,g24,g48
n54,g96,g8
n16,g98,g23
n17,g78,g67
n18,g93,g48
n63,g60,g15
n9,g90,g98
n25,g86,g70
n30,g2,g42
n31,g51,g96
n10,g14,g85
n43,g92,g57
n68,g96,g90
n34,g92,g4
n8,g22,g33
n53,g2,g11
n55,g18,g80
n38,g34,g41
n33,g29,g20
n62,g26,g76
n11,g72,g77
n27,g23,g61
n50,g79,g78
n44,g32,g37
n12,g4,g39
n67,g81,g69
n75,g35,g1
n0,g28,g42
n22,g12,g43
n58,g43,g10
n36,g37,g6
n42,g92,g5
n61,g4,g15
n78,g94,g99
n3,g19,g64
n29,g75,g57
n47,g87,g11
n49,g29,g61
n52,g87,g30
n59,g69,g21
n57,g59,g86
n66,g88,g83
n37,g89,g48
n13,g45,g76
n40,g79,g73
n19,g57,g96
n46,g66,g6
n7,g48,g77
n15,g62,g52
n48,g30,g8
n41,g20,g72
n76,g17,g70
n64,g65,g89
n56,g38,g54
n2,g81,g87
n1,g99,g22
