n70,g64,g57
n65,g48,g71
n6,g52,g95
n35,g48,g25
n4,g52,g64
n32,g79,g16
n72,g67,g6
n74,g60,g97
n26,g60,g55
n21,g27,g70
n60,g8,g9
n20,g40,g66
n73,g88,g89
n51,g0,g43
n69,g79,g59
n71,g6,g38
n28,g86,g78
n77,g56,g16
n14,g37,g45
n45,g35,g74
n39,g92,g35
n5,g21,g95
n23,g9,g54
n24,g81,g29
n54,g89,g16
n16,g15,g54
n17,g61,g86
n18,g85,g68
n63,g96,g60
n9,g11,g67
n25,g79,g22
n30,g2,g18
n31,g36,g78
n10,g96,g68
n43,g65,g52
n68,g30,g98
n34,g71,g78
n8,g1,g43
n53,g98,g50
n55,g72,g19
n38,g85,g92
n33,g63,g43
n62,g31,g10
n11,g55,g63
n27,g47,g50
n50,g13,g63
n44,g88,g27
n12,g29,g67
n67,g91,g51
n75,g32,g39
n0,g71,g63
n22,g37,g88
n58,g90,g91
n36,g44,g74
n42,g55,g64
n61,g85,g96
n78,g11,g29
n3,g0,g24
n29,g69,g33
n47,g70,g49
n49,g94,g47
n52,g15,g47
n59,g94,g51
n57,g15,g90
n66,g5,g68
n37,g90,g16
n13,g49,g0
n40,g90,g52
n19,g95,g94
n46,g44,g30
n7,g87,g13
n15,g70,g64
n48,g17,g39
n41,g4,g9
n76,g4,g47
n64,g41,g86
n56,g30,g76
n2,g2,g51
n1,g59,g13
