n70,g7,g29
n6,g5,g76
n4,g30,g83
n22,g63,g18
n21,g97,g40
n60,g31,g3
n79,g72,g65
n74,g10,g52
n69,g50,g33
n28,g37,g46
n14,g31,g33
n45,g48,g18
n5,g76,g24
n23,g96,g34
n24,g83,g7
n17,g1,g64
n54,g18,g74
n77,g89,g97
n63,g49,g73
n9,g11,g4
n25,g11,g13
n87,g40,g17
n10,g8,g37
n68,g93,g26
n34,g38,g58
n72,g94,g57
n73,g95,g54
n55,g29,g58
n44,g77,g59
n16,g73,g5
n80,g12,g75
n81,g53,g25
n75,g54,g25
n66,g33,g9
n47,g39,g73
n52,g62,g90
n59,g31,g53
n57,g12,g34
n71,g39,g65
n37,g6,g31
n31,g59,g60
n19,g2,g38
n46,g13,g41
n65,g94,g89
n85,g23,g9
n1,g83,g28
n84,g8,g4
n32,g42,g47
n26,g25,g81
n20,g25,g82
n53,g88,g19
n56,g77,g82
n76,g85,g6
n38,g50,g42
n13,g78,g33
n67,g33,g91
n41,g66,g35
n18,g45,g70
n11,g93,g74
n30,g23,g39
n35,g76,g27
n8,g52,g74
n83,g60,g98
n39,g73,g62
n33,g16,g73
n27,g38,g68
n50,g31,g54
n12,g88,g17
n82,g4,g53
n0,g68,g63
n43,g76,g7
n58,g51,g47
n36,g53,g74
n42,g42,g64
n61,g67,g62
n78,g66,g40
n3,g84,g69
n29,g47,g88
n49,g56,g15
n88,g19,g97
n86,g24,g35
n62,g1,g51
n40,g54,g40
n51,g32,g92
n7,g93,g18
n15,g39,g17
n48,g77,g52
n64,g4,g76
n2,g30,g4
