n70,g85,g7
n6,g91,g76
n4,g31,g26
n22,g76,g40
n21,g76,g23
n60,g18,g4
n79,g94,g41
n74,g62,g77
n69,g19,g97
n28,g30,g23
n14,g59,g57
n45,g77,g38
n5,g66,g28
n23,g79,g94
n24,g58,g49
n17,g32,g80
n54,g93,g23
n77,g37,g6
n63,g31,g60
n9,g36,g13
n25,g84,g2
n87,g94,g51
n10,g97,g81
n68,g48,g15
n34,g64,g5
n72,g26,g85
n73,g20,g84
n55,g90,g81
n44,g68,g28
n16,g73,g0
n80,g5,g19
n81,g97,g91
n75,g54,g32
n66,g80,g62
n47,g43,g73
n52,g67,g82
n59,g14,g84
n57,g81,g78
n71,g29,g71
n37,g99,g24
n31,g78,g49
n19,g87,g5
n46,g89,g52
n65,g70,g43
n85,g81,g26
n1,g78,g55
n84,g95,g68
n32,g15,g68
n26,g58,g10
n20,g91,g22
n53,g54,g58
n56,g29,g4
n76,g12,g83
n38,g1,g29
n13,g33,g62
n67,g59,g1
n41,g7,g4
n18,g69,g65
n11,g30,g90
n30,g72,g23
n35,g21,g86
n8,g14,g40
n83,g47,g32
n39,g18,g50
n33,g38,g17
n27,g95,g34
n50,g37,g54
n12,g43,g74
n82,g67,g92
n0,g57,g19
n43,g90,g27
n58,g66,g40
n36,g90,g49
n42,g31,g59
n61,g50,g37
n78,g28,g91
n3,g64,g88
n29,g55,g28
n49,g98,g93
n88,g76,g80
n86,g89,g53
n62,g75,g61
n40,g8,g35
n51,g1,g57
n7,g15,g82
n15,g56,g96
n48,g28,g21
n64,g90,g9
n2,g21,g82
