n0,g94,g8
n1,g54,g61
n2,g31,g43
n3,g30,g81
n4,g64,g42
n5,g54,g89
n6,g75,g15
n7,g4,g10
n8,g9,g81
n9,g57,g35
n10,g11,g85
n11,g96,g57
n12,g24,g46
n13,g23,g56
n14,g27,g7
n15,g77,g50
n16,g23,g57
n17,g42,g15
n18,g84,g64
n19,g0,g41
n20,g11,g19
n21,g10,g34
n22,g16,g53
n23,g69,g2
n24,g36,g20
n25,g74,g34
n26,g75,g73
n27,g54,g48
n28,g81,g3
n29,g88,g31
n30,g49,g73
n31,g34,g81
n32,g15,g9
n33,g93,g45
n34,g36,g7
n35,g98,g56
n36,g54,g78
n37,g24,g53
n38,g99,g89
n39,g54,g92
n40,g55,g0
n41,g10,g79
n42,g32,g5
n43,g60,g62
n44,g65,g5
n45,g90,g19
n46,g36,g9
n47,g41,g5
n48,g37,g81
n49,g82,g97
n50,g59,g69
n51,g43,g73
n52,g79,g29
n53,g16,g33
n54,g15,g86
n55,g49,g72
n56,g43,g99
n57,g12,g75
n58,g73,g67
n59,g82,g33
