n0,g94,g41
n1,g46,g34
n2,g26,g47
n3,g85,g57
n4,g59,g21
n5,g10,g61
n6,g9,g7
n7,g68,g80
n8,g88,g57
n9,g87,g73
n10,g9,g41
n11,g22,g81
n12,g82,g26
n13,g86,g44
n14,g58,g82
n15,g10,g40
n16,g2,g42
n17,g27,g35
n18,g55,g5
n19,g73,g41
n20,g78,g7
n21,g4,g52
n22,g61,g4
n23,g84,g94
n24,g84,g30
n25,g21,g83
n26,g91,g93
n27,g83,g12
n28,g33,g70
n29,g99,g39
n30,g89,g0
n31,g11,g7
n32,g94,g54
n33,g47,g4
n34,g65,g4
n35,g84,g50
n36,g29,g36
n37,g70,g25
n38,g85,g62
n39,g40,g43
n40,g88,g89
n41,g20,g37
n42,g19,g48
n43,g23,g20
n44,g72,g82
n45,g21,g75
n46,g24,g28
n47,g7,g92
n48,g27,g94
n49,g68,g8
n50,g83,g65
n51,g97,g50
n52,g14,g92
n53,g28,g55
n54,g28,g29
n55,g6,g14
n56,g45,g53
n57,g73,g42
n58,g29,g54
n59,g62,g77
n60,g75,g43
n61,g88,g5
n62,g2,g52
n63,g50,g29
n64,g86,g19
n65,g18,g13
n66,g65,g36
n67,g23,g67
n68,g85,g73
n69,g54,g58
n70,g41,g1
n71,g3,g17
n72,g63,g70
n73,g35,g57
n74,g51,g65
n75,g3,g61
n76,g53,g31
n77,g45,g22
n78,g96,g79
n79,g77,g90
n80,g65,g94
n81,g27,g6
n82,g12,g44
n83,g93,g60
n84,g74,g5
n85,g48,g37
n86,g41,g99
n87,g73,g28
n88,g3,g78
n89,g71,g26
n90,g43,g15
n91,g40,g20
n92,g15,g71
n93,g15,g80
n94,g49,g43
n95,g93,g18
n96,g33,g91
n97,g75,g30
n98,g71,g17
n99,g93,g44
n100,g62,g4
n101,g53,g48
n102,g92,g99
n103,g91,g69
n104,g15,g1
n105,g8,g58
n106,g33,g55
n107,g50,g95
n108,g83,g8
n109,g5,g84
n110,g19,g5
n111,g74,g13
n112,g35,g71
n113,g25,g16
n114,g40,g66
n115,g37,g33
n116,g49,g74
n117,g25,g79
n118,g52,g46
n119,g2,g38
n120,g54,g64
n121,g32,g39
n122,g63,g37
n123,g63,g14
n124,g38,g12
n125,g13,g60
n126,g1,g86
n127,g96,g20
n128,g60,g24
n129,g77,g29
n130,g30,g31
n131,g9,g12
n132,g80,g1
n133,g48,g63
n134,g37,g27
n135,g82,g77
n136,g44,g87
n137,g13,g40
n138,g31,g56
n139,g10,g98
n140,g19,g39
n141,g66,g22
n142,g90,g19
n143,g78,g30
n144,g79,g80
n145,g24,g36
n146,g42,g17
n147,g81,g27
n148,g6,g34
n149,g46,g21
n150,g66,g16
n151,g31,g60
n152,g17,g60
n153,g75,g36
n154,g56,g59
n155,g96,g56
n156,g98,g59
n157,g20,g18
n158,g18,g30
n159,g2,g82
n160,g90,g2
n161,g97,g45
n162,g39,g16
n163,g15,g17
n164,g66,g38
n165,g72,g67
n166,g87,g81
n167,g76,g6
n168,g84,g11
n169,g13,g87
