n70,g17,g38
n65,g34,g59
n6,g81,g33
n35,g52,g89
n4,g58,g85
n32,g93,g82
n26,g13,g28
n21,g71,g57
n60,g11,g79
n20,g43,g82
n51,g56,g93
n69,g37,g24
n28,g46,g64
n14,g42,g76
n45,g21,g44
n39,g80,g17
n5,g64,g66
n23,g46,g0
n24,g9,g52
n54,g90,g34
n16,g85,g91
n17,g7,g45
n18,g64,g93
n63,g92,g46
n9,g33,g5
n25,g79,g28
n30,g33,g91
n31,g95,g84
n10,g13,g37
n43,g56,g92
n68,g18,g96
n34,g13,g22
n8,g98,g83
n53,g60,g3
n55,g11,g28
n38,g81,g17
n33,g76,g91
n62,g64,g57
n11,g39,g74
n27,g20,g30
n50,g82,g48
n44,g55,g34
n12,g48,g55
n67,g80,g97
n0,g90,g1
n22,g95,g17
n58,g7,g21
n36,g3,g59
n42,g30,g28
n61,g93,g71
n3,g71,g6
n29,g80,g2
n47,g62,g81
n49,g46,g60
n52,g70,g78
n59,g76,g59
n57,g7,g25
n66,g43,g96
n37,g85,g90
n13,g40,g68
n40,g31,g30
n19,g73,g50
n46,g31,g22
n7,g33,g64
n15,g35,g20
n48,g20,g78
n41,g94,g22
n64,g23,g53
n56,g24,g44
n2,g22,g60
n1,g58,g42
