n70,g5,g20
n65,g58,g79
n6,g89,g9
n35,g31,g88
n4,g32,g26
n32,g2,g84
n26,g33,g53
n21,g92,g52
n60,g47,g86
n20,g67,g84
n51,g16,g59
n69,g6,g69
n28,g14,g67
n14,g99,g7
n45,g61,g65
n39,g62,g37
n5,g46,g55
n23,g48,g34
n24,g44,g55
n54,g57,g83
n16,g81,g56
n17,g78,g19
n18,g98,g34
n63,g33,g16
n9,g94,g13
n25,g32,g21
n30,g25,g24
n31,g18,g14
n10,g65,g42
n43,g45,g3
n68,g96,g4
n34,g79,g3
n8,g15,g65
n53,g31,g74
n55,g77,g46
n38,g71,g76
n33,g68,g88
n62,g14,g87
n11,g3,g12
n27,g54,g33
n50,g16,g39
n44,g95,g13
n12,g28,g30
n67,g93,g96
n0,g8,g29
n22,g31,g2
n58,g93,g99
n36,g87,g55
n42,g96,g97
n61,g74,g33
n3,g29,g31
n29,g19,g21
n47,g19,g2
n49,g16,g8
n52,g48,g62
n59,g52,g23
n57,g74,g37
n66,g15,g36
n37,g58,g65
n13,g88,g43
n40,g64,g77
n19,g22,g51
n46,g16,g18
n7,g61,g54
n15,g42,g29
n48,g10,g64
n41,g89,g64
n64,g62,g96
n56,g2,g68
n2,g49,g59
n1,g24,g12
