n70,g14,g91
n65,g77,g58
n6,g25,g49
n35,g13,g6
n4,g49,g55
n32,g30,g19
n26,g58,g13
n21,g39,g23
n60,g37,g72
n20,g48,g23
n51,g88,g96
n69,g42,g40
n28,g45,g8
n14,g92,g85
n45,g67,g99
n39,g52,g80
n5,g37,g52
n23,g28,g76
n24,g36,g75
n54,g32,g89
n16,g78,g94
n17,g23,g84
n18,g4,g55
n63,g43,g19
n9,g61,g25
n25,g19,g35
n30,g26,g86
n31,g18,g87
n10,g63,g28
n43,g32,g37
n68,g84,g95
n34,g62,g23
n8,g46,g75
n53,g41,g35
n55,g79,g26
n38,g22,g33
n33,g47,g93
n62,g98,g2
n11,g89,g50
n27,g37,g0
n50,g58,g8
n44,g45,g61
n12,g36,g77
n67,g44,g2
n0,g11,g76
n22,g0,g44
n58,g0,g24
n36,g87,g26
n42,g27,g41
n61,g68,g86
n3,g50,g93
n29,g38,g83
n47,g19,g17
n49,g4,g50
n52,g22,g60
n59,g5,g54
n57,g86,g27
n66,g63,g12
n37,g30,g94
n13,g95,g17
n40,g18,g27
n19,g48,g17
n46,g79,g81
n7,g50,g26
n15,g72,g60
n48,g17,g63
n41,g28,g33
n64,g55,g3
n56,g58,g46
n2,g41,g17
n1,g33,g3
