n0,g97,g65
n1,g15,g83
n2,g7,g86
n3,g2,g89
n4,g48,g73
n5,g10,g44
n6,g50,g5
n7,g1,g42
n8,g75,g20
n9,g95,g0
n10,g47,g43
n11,g90,g82
n12,g45,g89
n13,g69,g13
n14,g42,g97
n15,g85,g23
n16,g84,g19
n17,g76,g7
n18,g72,g89
n19,g61,g32
n20,g53,g12
n21,g13,g51
n22,g92,g77
n23,g61,g22
n24,g65,g60
n25,g23,g80
n26,g5,g17
n27,g62,g52
n28,g61,g93
n29,g45,g36
n30,g76,g26
n31,g83,g33
n32,g99,g54
n33,g30,g31
n34,g47,g56
n35,g94,g30
n36,g46,g22
n37,g25,g42
n38,g18,g14
n39,g14,g74
n40,g34,g62
n41,g88,g18
n42,g41,g94
n43,g91,g50
n44,g28,g43
n45,g83,g0
n46,g47,g69
n47,g55,g3
n48,g23,g97
n49,g67,g63
n50,g7,g80
n51,g38,g43
n52,g91,g27
n53,g50,g98
n54,g31,g20
n55,g86,g41
n56,g38,g2
n57,g11,g10
n58,g2,g39
n59,g74,g47
n60,g60,g84
n61,g40,g30
n62,g0,g7
n63,g93,g25
n64,g91,g26
n65,g33,g84
n66,g78,g17
n67,g6,g61
n68,g34,g59
n69,g70,g57
n70,g94,g81
n71,g91,g55
n72,g6,g94
n73,g5,g51
n74,g79,g0
n75,g95,g89
n76,g41,g2
n77,g8,g93
n78,g5,g22
n79,g39,g53
n80,g35,g63
n81,g60,g62
n82,g43,g57
n83,g26,g90
n84,g20,g33
n85,g42,g33
n86,g14,g49
n87,g73,g68
n88,g1,g75
n89,g92,g27
