n70,g16,g33
n65,g34,g0
n6,g13,g39
n35,g78,g46
n4,g10,g69
n32,g3,g15
n72,g73,g96
n74,g88,g22
n26,g0,g51
n21,g2,g13
n60,g73,g22
n20,g48,g91
n73,g54,g12
n51,g26,g41
n69,g26,g1
n71,g49,g44
n28,g63,g92
n77,g91,g36
n14,g66,g83
n45,g35,g6
n39,g46,g44
n5,g96,g38
n23,g28,g54
n24,g31,g36
n54,g58,g48
n16,g81,g54
n17,g65,g49
n18,g18,g72
n63,g47,g6
n9,g43,g47
n25,g76,g84
n30,g83,g6
n31,g55,g28
n10,g45,g55
n43,g35,g76
n68,g32,g34
n34,g70,g90
n8,g70,g86
n53,g30,g53
n55,g83,g28
n38,g91,g61
n33,g79,g50
n62,g61,g46
n11,g49,g31
n27,g65,g21
n50,g21,g34
n44,g11,g53
n12,g39,g30
n67,g46,g68
n75,g9,g31
n0,g9,g65
n22,g94,g86
n58,g25,g24
n36,g75,g28
n42,g27,g39
n61,g10,g39
n78,g69,g80
n3,g6,g28
n29,g31,g69
n47,g32,g67
n49,g0,g25
n52,g52,g79
n59,g83,g70
n57,g78,g77
n66,g14,g17
n37,g29,g35
n13,g86,g50
n40,g20,g26
n19,g87,g79
n46,g76,g69
n7,g45,g3
n15,g9,g54
n48,g66,g86
n41,g36,g23
n76,g40,g36
n64,g86,g19
n56,g70,g47
n2,g39,g21
n1,g91,g62
