n70,g50,g80
n65,g62,g10
n6,g72,g5
n35,g76,g6
n4,g28,g14
n32,g62,g53
n72,g36,g72
n74,g79,g28
n26,g92,g65
n21,g57,g2
n60,g78,g53
n20,g23,g65
n73,g62,g5
n51,g79,g29
n69,g60,g94
n71,g96,g43
n28,g42,g7
n77,g82,g41
n14,g61,g83
n45,g21,g61
n39,g83,g29
n5,g10,g69
n23,g84,g38
n24,g10,g41
n54,g33,g97
n16,g98,g24
n17,g53,g70
n18,g91,g75
n63,g86,g23
n9,g96,g69
n25,g27,g39
n30,g1,g72
n31,g34,g55
n10,g87,g95
n43,g44,g13
n68,g11,g65
n34,g68,g53
n8,g73,g18
n53,g81,g69
n55,g44,g49
n38,g3,g84
n33,g1,g6
n62,g27,g77
n11,g25,g2
n27,g28,g91
n50,g8,g43
n44,g88,g68
n12,g42,g96
n67,g85,g42
n75,g11,g70
n0,g72,g38
n22,g78,g45
n58,g54,g56
n36,g17,g54
n42,g83,g6
n61,g47,g15
n78,g13,g66
n3,g3,g49
n29,g22,g45
n47,g26,g7
n49,g93,g51
n52,g59,g8
n59,g79,g42
n57,g23,g91
n66,g33,g41
n37,g60,g35
n13,g75,g36
n40,g84,g93
n19,g23,g88
n46,g14,g22
n7,g17,g4
n15,g26,g55
n48,g62,g36
n41,g84,g98
n76,g2,g70
n64,g55,g68
n56,g45,g88
n2,g75,g25
n1,g69,g22
