n70,g65,g28
n65,g83,g88
n6,g68,g60
n35,g44,g69
n4,g8,g74
n32,g83,g36
n72,g49,g20
n74,g71,g41
n26,g74,g0
n21,g20,g11
n60,g57,g68
n20,g27,g32
n73,g4,g44
n51,g53,g19
n69,g76,g33
n71,g85,g24
n28,g20,g12
n14,g53,g97
n45,g4,g90
n39,g87,g3
n5,g16,g80
n23,g91,g69
n24,g2,g81
n54,g82,g72
n16,g43,g6
n17,g23,g78
n18,g46,g17
n63,g13,g65
n9,g35,g55
n25,g7,g29
n30,g59,g23
n31,g14,g49
n10,g64,g69
n43,g46,g44
n68,g34,g40
n34,g71,g88
n8,g8,g69
n53,g62,g13
n55,g16,g45
n38,g37,g67
n33,g14,g85
n62,g4,g49
n11,g13,g39
n27,g54,g30
n50,g55,g8
n44,g85,g91
n12,g6,g88
n67,g49,g69
n75,g50,g82
n0,g80,g68
n22,g57,g4
n58,g77,g1
n36,g17,g87
n42,g48,g10
n61,g61,g57
n3,g15,g16
n29,g9,g43
n47,g52,g54
n49,g73,g46
n52,g76,g20
n59,g88,g16
n57,g87,g23
n66,g24,g13
n37,g37,g11
n13,g18,g96
n40,g64,g16
n19,g58,g12
n46,g53,g43
n7,g1,g63
n15,g92,g85
n48,g75,g12
n41,g51,g24
n64,g29,g53
n56,g62,g68
n2,g80,g51
n1,g51,g17
