n70,g73,g39
n65,g77,g19
n6,g50,g11
n35,g40,g63
n4,g77,g14
n32,g77,g66
n72,g56,g20
n74,g4,g60
n26,g82,g32
n21,g50,g18
n60,g87,g58
n20,g54,g47
n73,g67,g65
n51,g61,g58
n69,g8,g96
n71,g88,g81
n28,g69,g20
n14,g98,g38
n45,g24,g38
n39,g9,g0
n5,g45,g34
n23,g85,g32
n24,g16,g7
n54,g8,g59
n16,g58,g79
n17,g79,g14
n18,g62,g73
n63,g69,g53
n9,g30,g93
n25,g57,g69
n30,g58,g40
n31,g34,g0
n10,g54,g7
n43,g89,g77
n68,g30,g82
n34,g92,g80
n8,g54,g25
n53,g0,g46
n55,g55,g70
n38,g90,g99
n33,g71,g3
n62,g10,g17
n11,g32,g35
n27,g74,g70
n50,g23,g1
n44,g39,g76
n12,g4,g3
n67,g40,g45
n75,g31,g53
n0,g8,g10
n22,g15,g54
n58,g90,g94
n36,g82,g10
n42,g85,g19
n61,g41,g23
n3,g13,g40
n29,g21,g85
n47,g83,g12
n49,g42,g75
n52,g85,g66
n59,g65,g84
n57,g61,g48
n66,g63,g97
n37,g46,g60
n13,g91,g89
n40,g38,g71
n19,g44,g96
n46,g70,g63
n7,g54,g24
n15,g75,g72
n48,g5,g16
n41,g59,g27
n64,g18,g76
n56,g12,g24
n2,g4,g38
n1,g74,g88
