n70,g10,g5
n65,g4,g88
n6,g37,g22
n35,g78,g90
n4,g3,g24
n32,g22,g3
n72,g39,g30
n74,g85,g0
n26,g89,g38
n21,g26,g32
n60,g62,g73
n20,g97,g24
n73,g7,g84
n51,g31,g44
n69,g8,g13
n71,g61,g99
n28,g90,g82
n14,g99,g4
n45,g27,g54
n39,g54,g33
n5,g2,g93
n23,g32,g24
n24,g72,g68
n54,g86,g14
n16,g1,g74
n17,g85,g8
n18,g32,g22
n63,g68,g19
n9,g9,g21
n25,g81,g55
n30,g55,g98
n31,g80,g91
n10,g47,g59
n43,g86,g24
n68,g9,g69
n34,g17,g20
n8,g23,g13
n53,g65,g28
n55,g15,g64
n38,g31,g75
n33,g14,g87
n62,g13,g44
n11,g11,g32
n27,g35,g73
n50,g4,g30
n44,g98,g73
n12,g75,g54
n67,g38,g65
n75,g72,g27
n0,g67,g95
n22,g76,g94
n58,g94,g86
n36,g1,g97
n42,g62,g60
n61,g0,g43
n3,g93,g60
n29,g33,g96
n47,g22,g87
n49,g83,g28
n52,g46,g30
n59,g61,g19
n57,g34,g3
n66,g37,g45
n37,g46,g77
n13,g12,g88
n40,g64,g7
n19,g75,g51
n46,g93,g4
n7,g37,g59
n15,g77,g35
n48,g29,g1
n41,g55,g16
n64,g54,g81
n56,g0,g93
n2,g24,g22
n1,g98,g76
