n70,g90,g16
n65,g77,g36
n6,g48,g99
n35,g54,g62
n4,g96,g98
n32,g17,g64
n72,g35,g88
n26,g18,g12
n21,g19,g36
n60,g4,g21
n20,g84,g67
n51,g31,g60
n69,g19,g44
n71,g92,g3
n28,g68,g92
n14,g51,g83
n45,g83,g30
n39,g3,g20
n5,g53,g2
n23,g82,g43
n24,g65,g54
n54,g9,g71
n16,g3,g53
n17,g78,g23
n18,g84,g41
n63,g14,g5
n9,g34,g91
n25,g64,g66
n30,g77,g68
n31,g24,g76
n10,g91,g15
n43,g72,g51
n68,g53,g11
n34,g57,g62
n8,g74,g10
n53,g13,g99
n55,g74,g69
n38,g3,g57
n33,g13,g20
n62,g47,g91
n11,g65,g95
n27,g93,g41
n50,g11,g4
n44,g26,g1
n12,g92,g70
n67,g64,g60
n0,g9,g56
n22,g20,g23
n58,g52,g19
n36,g8,g42
n42,g37,g10
n61,g25,g49
n3,g32,g89
n29,g78,g3
n47,g26,g31
n49,g8,g54
n52,g29,g79
n59,g86,g56
n57,g18,g85
n66,g60,g17
n37,g35,g18
n13,g37,g45
n40,g60,g20
n19,g18,g56
n46,g97,g58
n7,g77,g53
n15,g76,g77
n48,g2,g65
n41,g84,g82
n64,g16,g72
n56,g35,g17
n2,g21,g65
n1,g59,g60
