n70,g30,g65
n65,g89,g57
n6,g97,g8
n35,g8,g6
n4,g63,g93
n32,g11,g73
n72,g79,g45
n26,g33,g29
n21,g14,g95
n60,g78,g86
n20,g36,g16
n51,g96,g53
n69,g5,g62
n71,g1,g48
n28,g63,g29
n14,g96,g4
n45,g60,g73
n39,g46,g71
n5,g88,g15
n23,g0,g40
n24,g88,g84
n54,g18,g78
n16,g70,g30
n17,g80,g60
n18,g85,g77
n63,g90,g67
n9,g83,g14
n25,g55,g84
n30,g52,g47
n31,g92,g3
n10,g7,g82
n43,g1,g19
n68,g93,g43
n34,g85,g99
n8,g76,g73
n53,g45,g88
n55,g32,g83
n38,g54,g37
n33,g18,g81
n62,g72,g28
n11,g26,g0
n27,g99,g35
n50,g83,g67
n44,g67,g32
n12,g12,g68
n67,g16,g87
n0,g42,g96
n22,g49,g53
n58,g60,g27
n36,g45,g34
n42,g47,g48
n61,g47,g7
n3,g86,g32
n29,g46,g66
n47,g2,g40
n49,g68,g86
n52,g90,g44
n59,g36,g19
n57,g84,g57
n66,g49,g99
n37,g64,g88
n13,g74,g75
n40,g29,g21
n19,g59,g66
n46,g29,g14
n7,g38,g50
n15,g16,g32
n48,g83,g1
n41,g28,g19
n64,g83,g24
n56,g92,g90
n2,g24,g38
n1,g26,g84
