n0,g44,g26
n1,g49,g65
n2,g30,g1
n3,g24,g70
n4,g72,g16
n5,g34,g75
n6,g61,g43
n7,g45,g75
n8,g1,g96
n9,g88,g15
n10,g10,g30
n11,g63,g84
n12,g58,g25
n13,g21,g49
n14,g35,g83
n15,g94,g20
n16,g16,g84
n17,g39,g20
n18,g0,g71
n19,g88,g28
n20,g89,g17
n21,g4,g92
n22,g55,g61
n23,g21,g0
n24,g66,g88
n25,g11,g80
n26,g40,g77
n27,g25,g56
n28,g61,g9
n29,g42,g83
n30,g18,g66
n31,g90,g96
n32,g39,g64
n33,g33,g32
n34,g45,g25
n35,g86,g11
n36,g30,g20
n37,g0,g51
n38,g41,g1
n39,g23,g20
n40,g20,g3
n41,g97,g46
n42,g42,g21
n43,g33,g3
n44,g98,g37
n45,g87,g68
n46,g9,g15
n47,g85,g97
n48,g85,g44
n49,g57,g23
n50,g65,g51
n51,g46,g51
n52,g40,g1
n53,g33,g82
n54,g34,g64
n55,g10,g71
n56,g65,g59
n57,g93,g79
n58,g60,g93
n59,g12,g44
n60,g13,g98
n61,g12,g50
n62,g31,g17
n63,g90,g56
n64,g89,g22
n65,g95,g34
n66,g84,g86
n67,g68,g52
n68,g69,g35
n69,g7,g77
n70,g80,g56
n71,g41,g87
n72,g37,g39
n73,g98,g64
n74,g99,g89
n75,g76,g68
n76,g39,g48
n77,g22,g85
n78,g4,g56
n79,g23,g55
n80,g73,g48
n81,g89,g74
n82,g51,g60
n83,g63,g17
n84,g9,g56
n85,g74,g11
n86,g81,g48
n87,g29,g24
n88,g47,g84
n89,g69,g2
