n0,g31,g39
n1,g92,g48
n2,g83,g41
n3,g46,g39
n4,g38,g23
n5,g1,g3
n6,g33,g78
n7,g19,g56
n8,g59,g17
n9,g3,g17
n10,g46,g62
n11,g16,g7
n12,g43,g65
n13,g66,g12
n14,g88,g72
n15,g44,g14
n16,g5,g60
n17,g57,g0
n18,g81,g51
n19,g84,g95
n20,g14,g22
n21,g65,g82
n22,g27,g68
n23,g97,g31
n24,g16,g14
n25,g65,g24
n26,g11,g44
n27,g49,g7
n28,g48,g86
n29,g55,g8
n30,g40,g98
n31,g32,g83
n32,g72,g91
n33,g84,g33
n34,g84,g64
n35,g25,g45
n36,g13,g92
n37,g69,g25
n38,g81,g47
n39,g27,g31
n40,g81,g50
n41,g77,g69
n42,g56,g52
n43,g28,g29
n44,g80,g73
n45,g44,g85
n46,g64,g54
n47,g20,g64
n48,g25,g95
n49,g84,g62
n50,g92,g55
n51,g22,g88
n52,g45,g65
n53,g61,g21
n54,g73,g61
n55,g86,g77
n56,g38,g47
n57,g87,g42
n58,g69,g5
n59,g1,g62
n60,g68,g45
n61,g4,g88
n62,g20,g4
n63,g43,g30
n64,g35,g40
n65,g97,g53
n66,g77,g66
n67,g80,g26
n68,g69,g39
n69,g71,g51
n70,g28,g82
n71,g57,g36
n72,g51,g75
n73,g17,g61
n74,g39,g58
n75,g28,g46
n76,g62,g68
n77,g50,g87
n78,g95,g52
n79,g35,g92
n80,g78,g84
n81,g44,g89
n82,g83,g56
n83,g45,g34
n84,g34,g17
n85,g2,g64
n86,g4,g33
n87,g43,g87
n88,g22,g65
n89,g19,g74
n90,g68,g64
n91,g67,g77
n92,g47,g54
n93,g29,g15
n94,g15,g76
n95,g29,g90
n96,g49,g1
n97,g71,g5
n98,g24,g89
n99,g76,g70
n100,g22,g54
n101,g72,g94
n102,g96,g7
n103,g23,g93
n104,g7,g24
n105,g34,g5
n106,g90,g15
n107,g73,g9
n108,g15,g14
n109,g7,g18
n110,g60,g15
n111,g53,g4
n112,g3,g8
n113,g25,g60
n114,g2,g20
n115,g67,g97
n116,g97,g98
n117,g91,g10
n118,g14,g81
n119,g89,g43
