n70,g48,g3
n65,g57,g84
n6,g69,g64
n35,g27,g14
n4,g78,g25
n32,g26,g34
n72,g73,g56
n83,g83,g29
n74,g73,g59
n84,g4,g65
n26,g85,g70
n21,g49,g85
n60,g66,g16
n20,g66,g56
n73,g1,g19
n51,g63,g90
n69,g93,g74
n71,g96,g76
n28,g75,g21
n77,g64,g61
n14,g99,g33
n45,g76,g92
n39,g66,g85
n5,g85,g60
n23,g10,g48
n24,g5,g10
n54,g26,g94
n16,g93,g48
n82,g68,g94
n17,g11,g77
n18,g62,g25
n63,g4,g23
n9,g40,g51
n25,g85,g35
n30,g83,g25
n31,g76,g88
n10,g39,g66
n43,g14,g65
n68,g36,g20
n34,g34,g37
n8,g8,g59
n79,g20,g30
n53,g56,g26
n55,g14,g36
n38,g22,g74
n33,g10,g53
n62,g15,g79
n11,g87,g30
n27,g92,g40
n50,g89,g4
n44,g99,g54
n12,g24,g39
n67,g19,g75
n75,g93,g59
n80,g19,g7
n0,g20,g68
n22,g20,g88
n81,g58,g65
n58,g45,g71
n36,g37,g73
n42,g16,g36
n61,g38,g1
n78,g83,g58
n3,g70,g69
n29,g86,g76
n47,g44,g6
n49,g78,g72
n52,g31,g23
n59,g72,g81
n57,g13,g90
n66,g7,g91
n37,g83,g4
n13,g22,g25
n40,g52,g93
n19,g29,g76
n46,g74,g45
n7,g27,g83
n15,g29,g14
n48,g55,g84
n41,g44,g79
n76,g57,g39
n64,g84,g28
n56,g1,g62
n2,g28,g99
n1,g97,g89
